time,interesse,nome
2016-08-30T17:16:00-03:00,8,William Bonner
2016-08-30T17:24:00-03:00,8,William Bonner
2016-08-30T17:32:00-03:00,8,William Bonner
2016-08-30T17:40:00-03:00,8,William Bonner
2016-08-30T17:48:00-03:00,9,William Bonner
2016-08-30T17:56:00-03:00,9,William Bonner
2016-08-30T18:04:00-03:00,9,William Bonner
2016-08-30T18:12:00-03:00,8,William Bonner
2016-08-30T18:20:00-03:00,9,William Bonner
2016-08-30T18:28:00-03:00,10,William Bonner
2016-08-30T18:36:00-03:00,10,William Bonner
2016-08-30T18:44:00-03:00,13,William Bonner
2016-08-30T18:52:00-03:00,11,William Bonner
2016-08-30T19:00:00-03:00,11,William Bonner
2016-08-30T19:08:00-03:00,11,William Bonner
2016-08-30T19:16:00-03:00,12,William Bonner
2016-08-30T19:24:00-03:00,12,William Bonner
2016-08-30T19:32:00-03:00,12,William Bonner
2016-08-30T19:40:00-03:00,13,William Bonner
2016-08-30T19:48:00-03:00,11,William Bonner
2016-08-30T19:56:00-03:00,17,William Bonner
2016-08-30T20:04:00-03:00,13,William Bonner
2016-08-30T20:12:00-03:00,13,William Bonner
2016-08-30T20:20:00-03:00,14,William Bonner
2016-08-30T20:28:00-03:00,17,William Bonner
2016-08-30T20:36:00-03:00,20,William Bonner
2016-08-30T20:44:00-03:00,17,William Bonner
2016-08-30T20:52:00-03:00,20,William Bonner
2016-08-30T21:00:00-03:00,22,William Bonner
2016-08-30T21:08:00-03:00,21,William Bonner
2016-08-30T21:16:00-03:00,29,William Bonner
2016-08-30T21:24:00-03:00,40,William Bonner
2016-08-30T21:32:00-03:00,17,William Bonner
