id,value
Valtenir_Pereira_(PMDB_-_MT).não.sim,1
Vander_Loubet_(PT_-_MS).não.sim,1
Vanderlei_Macris_(PSDB_-_SP).sim.sim,1
Veneziano_Vital_Do_Rêgo_(PMDB_-_PB).sim.não_está_em_exercício,1
Vicente_Arruda_(PDT_-_CE).não.sim,1
Vicente_Candido_(PT_-_SP).não.sim,1
Vicentinho_(PT_-_SP).não.sim,1
Vicentinho_Júnior_(PR_-_TO).não.sim,1
Victor_Mendes_(PSD_-_MA).sim.sim,1
Vinicius_Carvalho_(PRB_-_SP).sim.sim,1
Vinicius_Gurgel_(PR_-_AP).abstenção.ausente,1
Vitor_Lippi_(PSDB_-_SP).sim.sim,1
Vitor_Valim_(PMDB_-_CE).sim.sim,1
Wadih_Damous_(PT_-_RJ).não.sim,1
Waldenor_Pereira_(PT_-_BA).não.sim,1
Waldir_Maranhão_(PP_-_MA).não.sim,1
Walter_Alves_(PMDB_-_RN).sim.sim,1
Washington_Reis_(PMDB_-_RJ).sim.ausente,1
Weliton_Prado_(PMB_-_MG).sim.sim,1
Wellington_Roberto_(PR_-_PB).não.não,1
Weverton_Rocha_(PDT_-_MA).não.sim,1
Wilson_Filho_(PTB_-_PB).sim.sim,1
Wladimir_Costa_(SD_-_PA).sim.sim,1
Wolney_Queiroz_(PDT_-_PE).não.sim,1
Zé_Carlos_(PT_-_MA).não.sim,1
Zé_Geraldo_(PT_-_PA).não.sim,1
Zé_Silva_(SD_-_MG).sim.sim,1
Zeca_Cavalcanti_(PTB_-_PE).não.sim,1
Zeca_Dirceu_(PT_-_PR).não.sim,1
Zeca_Do_Pt_(PT_-_MS).não.sim,1
Zenaide_Maia_(PR_-_RN).não.sim,1
