id,cargo,bruto,liquido
389,Não Especificado,13824.02,10720.99
839,Não Especificado,13824.02,10720.99
945,Não Especificado,13824.02,10720.99
976,Não Especificado,13824.02,10720.99
979,Não Especificado,13824.02,10720.99
859,Não Especificado,13172.99,10987.82
276,Não Especificado,13689.25,11037.17
194,Não Especificado,14509.04,11050.7
89,Não Especificado,14509.04,11055.68
214,Não Especificado,13824.02,11134.87
908,Não Especificado,14509.04,11218.64
1131,Não Especificado,15109.84,12006.81
74,Não Especificado,16082.38,12548.44
181,Não Especificado,1379.07,1379.07
21,Técnico Judiciário,9060.29,1192.06
645,Técnico Judiciário,10121.65,3171.57
282,Técnico Judiciário,14581.04,3224.68
653,Técnico Judiciário,9837.75,3249.11
450,Técnico Judiciário,9595.94,3604.12
1054,Técnico Judiciário,11566.28,3767.65
901,Técnico Judiciário,7978.26,3830.22
359,Técnico Judiciário,10489.84,3874.84
324,Técnico Judiciário,7738.03,3934.49
512,Técnico Judiciário,7538.4,4039.57
678,Técnico Judiciário,7041.42,4100.76
721,Técnico Judiciário,13416.27,4142.14
974,Técnico Judiciário,7036.32,4180.06
277,Técnico Judiciário,8851.11,4213.61
596,Técnico Judiciário,12129.76,4230.78
162,Técnico Judiciário,11045.07,4251.49
662,Técnico Judiciário,8023.62,4255.18
261,Técnico Judiciário,8722.35,4266.63
410,Técnico Judiciário,7210.42,4285.62
570,Técnico Judiciário,8590.19,4304.2
783,Técnico Judiciário,8045.52,4309.27
541,Técnico Judiciário,11322.76,4323.26
236,Técnico Judiciário,10865.9,4353.74
1103,Técnico Judiciário,15434.38,4369.67
574,Técnico Judiciário,7250.85,4409.56
710,Técnico Judiciário,8465.68,4427.78
798,Técnico Judiciário,11196.69,4438.43
400,Técnico Judiciário,9558.68,4487.44
134,Técnico Judiciário,8816.84,4495.97
469,Técnico Judiciário,8751.43,4519.64
1128,Técnico Judiciário,8589.49,4526.65
333,Técnico Judiciário,8237.81,4540.02
657,Técnico Judiciário,10165.33,4570.43
525,Técnico Judiciário,8429.02,4608.92
936,Técnico Judiciário,9837.75,4611.59
1137,Técnico Judiciário,9440.08,4628.04
899,Técnico Judiciário,11973.55,4642.57
321,Técnico Judiciário,9692.7,4643.67
772,Técnico Judiciário,9310.35,4648.47
1074,Técnico Judiciário,13734.14,4682.2
761,Técnico Judiciário,9037.98,4742.01
872,Técnico Judiciário,8685.64,4745.01
25,Técnico Judiciário,7086.06,4748.85
288,Técnico Judiciário,8465.13,4750.09
918,Técnico Judiciário,8570.17,4755.94
889,Técnico Judiciário,9337.76,4778.56
916,Técnico Judiciário,10165.33,4818.61
405,Técnico Judiciário,10498.49,4861.4
37,Técnico Judiciário,6818.15,4865.54
1064,Técnico Judiciário,10664.82,4877.37
1095,Técnico Judiciário,7416.42,4882.72
342,Técnico Judiciário,8105.23,4888.54
153,Técnico Judiciário,10064.36,4892.2
436,Técnico Judiciário,12712.12,4895.26
656,Técnico Judiciário,10121.65,4907.16
705,Técnico Judiciário,8759.06,4919.65
739,Técnico Judiciário,8193.06,4932.23
670,Técnico Judiciário,7086.06,4934.14
756,Técnico Judiciário,7911.26,4936.84
863,Técnico Judiciário,10522.77,4952.56
698,Técnico Judiciário,8501.72,4972.96
551,Técnico Judiciário,9157.89,4977.92
774,Técnico Judiciário,10252.69,4978.67
992,Técnico Judiciário,7036.32,5002.91
448,Técnico Judiciário,10525.44,5006.82
812,Técnico Judiciário,10318.2,5010.34
539,Técnico Judiciário,9925.1,5016.74
1129,Técnico Judiciário,11482.65,5024.54
989,Técnico Judiciário,13993.69,5066.3
347,Técnico Judiciário,12233.14,5097.4
16,Técnico Judiciário,6818.15,5120.4
599,Técnico Judiciário,14826.51,5125.9
706,Técnico Judiciário,8003.2,5133.74
315,Técnico Judiciário,9392.75,5171.88
123,Técnico Judiciário,7478.14,5178.75
1098,Técnico Judiciário,7875.43,5180.8
1072,Técnico Judiciário,11257.12,5222.37
1069,Técnico Judiciário,10522.77,5226.57
833,Técnico Judiciário,10476.84,5228.57
792,Técnico Judiciário,11715.85,5234.58
898,Técnico Judiciário,8590.19,5242.4
513,Técnico Judiciário,10383.72,5243.41
302,Técnico Judiciário,12910.11,5292.92
648,Técnico Judiciário,10121.65,5293.95
1038,Técnico Judiciário,7848.29,5312.99
586,Técnico Judiciário,8304.77,5313.86
479,Técnico Judiciário,14800.5,5317.62
971,Técnico Judiciário,13484.28,5333.6
1050,Técnico Judiciário,9881.43,5336.97
588,Técnico Judiciário,8728.79,5358.96
689,Técnico Judiciário,10129.3,5384.46
404,Técnico Judiciário,8694.91,5388.01
996,Técnico Judiciário,7964.15,5414.97
1110,Técnico Judiciário,10783.64,5436.75
39,Técnico Judiciário,9824.71,5461.19
390,Técnico Judiciário,7036.32,5462.66
458,Técnico Judiciário,7196.19,5463.67
493,Técnico Judiciário,7012.33,5491.12
1183,Técnico Judiciário,10908.01,5494.85
562,Técnico Judiciário,7012.33,5498.22
504,Técnico Judiciário,7012.33,5526.61
94,Técnico Judiciário,10385.1,5541.29
564,Técnico Judiciário,8359.43,5548.88
593,Técnico Judiciário,11525.6,5565.16
310,Técnico Judiciário,10361,5565.95
30,Técnico Judiciário,12924.1,5566.04
1127,Técnico Judiciário,7235.22,5575.81
1162,Técnico Judiciário,8981.48,5579.34
305,Técnico Judiciário,7012.33,5582.15
91,Técnico Judiciário,10172.98,5582.41
674,Técnico Judiciário,7220.89,5597.44
852,Técnico Judiciário,10796.77,5615.4
1192,Técnico Judiciário,7109.5,5623.24
578,Técnico Judiciário,10489.84,5630.56
171,Técnico Judiciário,9653.51,5631.01
735,Técnico Judiciário,15367.92,5655.63
177,Técnico Judiciário,6996.18,5665.55
434,Técnico Judiciário,7250.85,5670.28
635,Técnico Judiciário,7036.32,5682.78
1099,Técnico Judiciário,7099.6,5692.57
412,Técnico Judiciário,7995.91,5699.81
1181,Técnico Judiciário,7026.14,5699.81
12,Técnico Judiciário,7086.06,5706.53
1084,Técnico Judiciário,11239.09,5726.48
106,Técnico Judiciário,11147.93,5731.35
424,Técnico Judiciário,7280.81,5732.58
483,Técnico Judiciário,7056.1,5753.71
1093,Técnico Judiciário,7256.11,5769.28
408,Técnico Judiciário,9163.31,5790.59
511,Técnico Judiciário,7328.56,5796.16
1101,Técnico Judiciário,9639.94,5802.83
784,Técnico Judiciário,7250.85,5807.82
573,Técnico Judiciário,7226.15,5816.69
300,Técnico Judiciário,13861.66,5820.12
523,Técnico Judiciário,9310.67,5823.84
595,Técnico Judiciário,10734.05,5824.67
466,Técnico Judiciário,7226.15,5832.28
218,Técnico Judiciário,9717.75,5845.08
749,Técnico Judiciário,8715.63,5846.25
71,Técnico Judiciário,7471.19,5848.63
577,Técnico Judiciário,11437.74,5858.2
861,Técnico Judiciário,7325.76,5858.36
40,Técnico Judiciário,10371.16,5884.59
955,Técnico Judiciário,7256.11,5886.4
680,Técnico Judiciário,8090.82,5889.26
806,Técnico Judiciário,10085.62,5894.31
1145,Técnico Judiciário,7922.57,5901.6
1153,Técnico Judiciário,10838.21,5904.04
38,Técnico Judiciário,9776.43,5921.82
196,Técnico Judiciário,14505.94,5929.79
375,Técnico Judiciário,12767.75,5931.44
103,Técnico Judiciário,9377.65,5939.38
473,Técnico Judiciário,13122.91,5941.33
876,Técnico Judiciário,8304.77,5965.68
550,Técnico Judiciário,7704.34,5970.81
189,Técnico Judiciário,10252.69,5973.16
949,Técnico Judiciário,10314.45,5982.47
308,Técnico Judiciário,7709.14,5984.46
1112,Técnico Judiciário,9639.76,5997.14
549,Técnico Judiciário,7738.03,5998.24
568,Técnico Judiciário,9979.8,6007.27
958,Técnico Judiciário,8497.31,6007.6
938,Técnico Judiciário,12787.36,6007.8
208,Técnico Judiciário,9837.75,6010.56
358,Técnico Judiciário,10071.42,6021.05
486,Técnico Judiciário,9794.07,6042.74
497,Técnico Judiciário,8529.69,6048.82
291,Técnico Judiciário,7385.56,6053.1
723,Técnico Judiciário,9380.65,6062.73
1089,Técnico Judiciário,11479.4,6079.28
166,Técnico Judiciário,10495.35,6097.54
518,Técnico Judiciário,9073.52,6110.44
671,Técnico Judiciário,8063.11,6111.47
605,Técnico Judiciário,9598.59,6143.44
947,Técnico Judiciário,8587.42,6153.16
589,Técnico Judiciário,17664.43,6157.52
110,Técnico Judiciário,12382.03,6176.02
881,Técnico Judiciário,15793.58,6205.98
970,Técnico Judiciário,12448.16,6206.5
941,Técnico Judiciário,8023.62,6221.36
280,Técnico Judiciário,8113.83,6226.69
353,Técnico Judiciário,12152.51,6232.57
1006,Técnico Judiciário,10129.3,6247.55
72,Técnico Judiciário,8513.4,6252.67
903,Técnico Judiciário,11764.44,6259.76
995,Técnico Judiciário,8240.06,6271.54
637,Técnico Judiciário,11394.06,6282.33
284,Técnico Judiciário,12321.39,6287.38
439,Técnico Judiciário,11299.08,6289.4
685,Técnico Judiciário,7853.39,6295.12
910,Técnico Judiciário,11834.89,6336.1
1175,Técnico Judiciário,9948.71,6337.08
967,Técnico Judiciário,9907.4,6340.31
987,Técnico Judiciário,7918.16,6350.33
343,Técnico Judiciário,8730,6352.08
328,Técnico Judiciário,9094.96,6355.78
298,Técnico Judiciário,10094.08,6362.93
999,Técnico Judiciário,8237.81,6363.09
362,Técnico Judiciário,14178.4,6384.37
202,Técnico Judiciário,11322.71,6396.05
773,Técnico Judiciário,8215.36,6418.12
406,Técnico Judiciário,10634.14,6419.16
440,Técnico Judiciário,10209.01,6421.82
942,Técnico Judiciário,8307.03,6425.95
1178,Técnico Judiciário,8410.29,6435.32
337,Técnico Judiciário,12738.53,6442.37
924,Técnico Judiciário,9207.96,6445.67
690,Técnico Judiciário,8391.4,6447.09
1202,Técnico Judiciário,14977.31,6451.67
269,Técnico Judiciário,9632.54,6457.07
357,Técnico Judiciário,8575.26,6457.52
747,Técnico Judiciário,8500.3,6464.83
1048,Técnico Judiciário,8037.52,6478.73
149,Técnico Judiciário,8632.33,6489.29
515,Técnico Judiciário,12787.24,6490.7
838,Técnico Judiciário,8625.2,6495.42
627,Técnico Judiciário,8197.22,6501.23
299,Técnico Judiciário,8197.22,6502.98
397,Técnico Judiciário,14120,6519.53
617,Técnico Judiciário,11326.04,6520.52
686,Técnico Judiciário,12838.33,6523.13
1083,Técnico Judiciário,8495.82,6529.44
643,Técnico Judiciário,8142.36,6531.82
856,Técnico Judiciário,12136.74,6535.34
411,Técnico Judiciário,11839.16,6546.19
145,Técnico Judiciário,20026.66,6547.69
462,Técnico Judiciário,11148.34,6556.4
152,Técnico Judiciário,8215.36,6562
746,Técnico Judiciário,11038.22,6565.47
1031,Técnico Judiciário,11350.38,6568.53
1185,Técnico Judiciário,13043.66,6570.49
20,Técnico Judiciário,14134.51,6570.97
722,Técnico Judiciário,8866.67,6575.1
647,Técnico Judiciário,9037.98,6577.09
156,Técnico Judiciário,11097.11,6579.4
718,Técnico Judiciário,11508.37,6606.28
476,Técnico Judiciário,10252.69,6606.46
314,Técnico Judiciário,9391.08,6611.64
988,Técnico Judiciário,12511.47,6616.21
56,Técnico Judiciário,8936.81,6616.53
1205,Técnico Judiciário,11371.13,6619.25
43,Técnico Judiciário,9877.13,6620.34
1155,Técnico Judiciário,9227.85,6625.16
263,Técnico Judiciário,13245.34,6636.94
778,Técnico Judiciário,9619.36,6647.21
446,Técnico Judiciário,8529.69,6650.11
981,Técnico Judiciário,8502.66,6662.16
972,Técnico Judiciário,14132.42,6669.65
543,Técnico Judiciário,13670.32,6672.01
779,Técnico Judiciário,11001.98,6686.97
603,Técnico Judiciário,15219.6,6687.18
376,Técnico Judiciário,9228.44,6690.43
940,Técnico Judiciário,8471.12,6692.4
179,Técnico Judiciário,11877.29,6695.16
1020,Técnico Judiciário,11104.79,6702.77
1039,Técnico Judiciário,10343.54,6703.38
966,Técnico Judiciário,10315.39,6709.8
524,Técnico Judiciário,8930.37,6715.13
17,Técnico Judiciário,13293.5,6737.29
1168,Técnico Judiciário,8416.99,6746.57
1121,Técnico Judiciário,11594.55,6753.71
430,Técnico Judiciário,10435.03,6761.9
1015,Técnico Judiciário,13737.07,6763.95
117,Técnico Judiciário,8621.64,6767.78
138,Técnico Judiciário,9408.58,6769.87
520,Técnico Judiciário,8857.21,6780.28
1052,Técnico Judiciário,12877.6,6789.71
668,Técnico Judiciário,14401.51,6790.32
22,Técnico Judiciário,10572.59,6810.97
866,Técnico Judiciário,8749.23,6811.5
592,Técnico Judiciário,10634.14,6817.41
130,Técnico Judiciário,11084.82,6839.93
1010,Técnico Judiciário,9714.88,6847
1109,Técnico Judiciário,9207.96,6857.58
24,Técnico Judiciário,11052.92,6860.79
155,Técnico Judiciário,16433.14,6866.11
684,Técnico Judiciário,12926.53,6869.83
356,Técnico Judiciário,13818.96,6871.47
831,Técnico Judiciário,13680.2,6880.92
669,Técnico Judiciário,12668.7,6888.73
472,Técnico Judiciário,10894.12,6909.58
217,Técnico Judiciário,17473.83,6911.37
348,Técnico Judiciário,9436.29,6932.9
1115,Técnico Judiciário,12107.9,6939.33
63,Técnico Judiciário,9519.47,6947.49
447,Técnico Judiciário,11013.5,6953.15
862,Técnico Judiciário,15820.39,6962.11
977,Técnico Judiciário,14827.5,6964.88
514,Técnico Judiciário,9411.38,6969.97
1171,Técnico Judiciário,9193.83,6977.56
725,Técnico Judiciário,12953.79,6985.56
1032,Técnico Judiciário,8747.5,6991.57
207,Técnico Judiciário,12099.26,6995.16
716,Técnico Judiciário,10587.03,7005.21
275,Técnico Judiciário,9598.59,7017.63
494,Técnico Judiciário,12275.45,7022.25
869,Técnico Judiciário,11353.3,7024.16
1065,Técnico Judiciário,10009.61,7027.92
709,Técnico Judiciário,10734.05,7054.14
258,Técnico Judiciário,9374.98,7057.26
895,Técnico Judiciário,16508.39,7058.02
542,Técnico Judiciário,13737.18,7068.88
935,Técnico Judiciário,9335.65,7089.13
615,Técnico Judiciário,14687.4,7090.81
557,Técnico Judiciário,9502.88,7095.38
260,Técnico Judiciário,17287.59,7103.15
345,Técnico Judiciário,11140.82,7133.97
675,Técnico Judiciário,13443.29,7146.63
392,Técnico Judiciário,13064.89,7149.51
853,Técnico Judiciário,8940.14,7150.55
1092,Técnico Judiciário,10085.62,7158.62
1077,Técnico Judiciário,10432.53,7177.77
168,Técnico Judiciário,9405.34,7183.12
384,Técnico Judiciário,9457.47,7200.18
1152,Técnico Judiciário,12655.53,7232.62
533,Técnico Judiciário,11429,7241.39
582,Técnico Judiciário,9402.69,7242.91
224,Técnico Judiciário,11425.33,7247.51
613,Técnico Judiciário,11038.8,7250.23
332,Técnico Judiciário,9259.41,7276.6
1189,Técnico Judiciário,10152.13,7281.65
253,Técnico Judiciário,11927.85,7302.79
482,Técnico Judiciário,14295.12,7303.9
128,Técnico Judiciário,18532.19,7312.94
1169,Técnico Judiciário,15488.62,7314.56
46,Técnico Judiciário,9453.03,7361.32
547,Técnico Judiciário,9126.17,7364.05
975,Técnico Judiciário,9672.37,7408.59
319,Técnico Judiciário,10976.27,7410.31
380,Técnico Judiciário,12463.44,7411.65
470,Técnico Judiciário,10765.46,7412.21
726,Técnico Judiciário,11093.11,7429.92
1081,Técnico Judiciário,11610.14,7448.88
249,Técnico Judiciário,10354.21,7451.96
15,Técnico Judiciário,10121.65,7454.55
991,Técnico Judiciário,10589.64,7476.28
45,Técnico Judiciário,10651.71,7511.58
421,Técnico Judiciário,11011.61,7511.82
335,Técnico Judiciário,10318.6,7529.68
144,Técnico Judiciário,10080,7530.1
1063,Técnico Judiciário,11018.83,7551.69
612,Técnico Judiciário,17747.64,7553.7
233,Técnico Judiciário,12192.66,7561.47
886,Técnico Judiciário,15915.99,7592.09
409,Técnico Judiciário,10218.46,7602.87
1140,Técnico Judiciário,11216.82,7620.52
364,Técnico Judiciário,10117.5,7621.26
796,Técnico Judiciário,9700.22,7622.43
929,Técnico Judiciário,13281.37,7629.18
1005,Técnico Judiciário,11602.05,7645.85
267,Técnico Judiciário,11872.14,7676.17
820,Técnico Judiciário,9990.23,7680.63
802,Técnico Judiciário,11019.02,7697.11
206,Técnico Judiciário,10184.67,7729.46
1184,Técnico Judiciário,10462.16,7741.42
402,Técnico Judiciário,10810.41,7803.22
1003,Técnico Judiciário,18390.81,7835.51
371,Técnico Judiciário,13340.24,7838.13
597,Técnico Judiciário,13189.06,7856.48
77,Técnico Judiciário,12204.38,7861.53
896,Técnico Judiciário,21181.42,7887.91
506,Técnico Judiciário,10283.25,7889.17
708,Técnico Judiciário,10482.81,7912.82
1009,Técnico Judiciário,11161.28,7916.47
174,Técnico Judiciário,14352.31,7920.87
1106,Técnico Judiciário,10955.42,7938.78
1094,Técnico Judiciário,10938.25,7941.71
1123,Técnico Judiciário,9436.04,7951.44
744,Técnico Judiciário,10678.8,7973.05
212,Técnico Judiciário,11404.43,7975.24
824,Técnico Judiciário,11163.44,7986.67
1004,Técnico Judiciário,10767.5,8004.18
1163,Técnico Judiciário,11041.13,8011.04
793,Técnico Judiciário,15765.64,8038.4
452,Técnico Judiciário,10994.88,8042.67
9,Técnico Judiciário,10353.17,8046.95
572,Técnico Judiciário,17182.9,8047.54
500,Técnico Judiciário,10920.68,8055.08
714,Técnico Judiciário,12269.98,8060.52
526,Técnico Judiciário,10513.56,8061.34
522,Técnico Judiciário,10403.49,8070.35
729,Técnico Judiciário,10716.83,8080.59
1201,Técnico Judiciário,10879.19,8092.92
1073,Técnico Judiciário,10892.32,8097.67
540,Técnico Judiciário,13237.69,8124.73
1102,Técnico Judiciário,11040.83,8128.58
270,Técnico Judiciário,14700.35,8142.9
140,Técnico Judiciário,10876.7,8145.41
180,Técnico Judiciário,12810.51,8147.42
69,Técnico Judiciário,25122.45,8162.74
636,Técnico Judiciário,12376.43,8163.63
477,Técnico Judiciário,15172.2,8205.77
81,Técnico Judiciário,11184.5,8206.89
614,Técnico Judiciário,15698.77,8210.61
659,Técnico Judiciário,11177.58,8238.15
65,Técnico Judiciário,14303.81,8240.27
609,Técnico Judiciário,17945.86,8241.97
98,Técnico Judiciário,10076.1,8243.11
1023,Técnico Judiciário,14740.74,8288.17
80,Técnico Judiciário,15047.55,8325.84
23,Técnico Judiciário,12105.22,8340.78
667,Técnico Judiciário,12670.95,8354.97
622,Técnico Judiciário,11310.65,8358.25
468,Técnico Judiciário,11948.67,8366.86
1070,Técnico Judiciário,16111.43,8413.17
1151,Técnico Judiciário,11087.23,8442.95
363,Técnico Judiciário,15703.45,8447.17
930,Técnico Judiciário,16279.96,8455.53
1029,Técnico Judiciário,12063.07,8535.88
93,Técnico Judiciário,12967.36,8553.43
480,Técnico Judiciário,11428.55,8570.19
35,Técnico Judiciário,11310.17,8598.48
454,Técnico Judiciário,12868.66,8609.2
52,Técnico Judiciário,12005.7,8637.69
587,Técnico Judiciário,10781.37,8638.92
529,Técnico Judiciário,18684.65,8667.57
413,Técnico Judiciário,12886.29,8693.56
487,Técnico Judiciário,11722.8,8697.88
1011,Técnico Judiciário,11770.43,8699.03
717,Técnico Judiciário,11687.6,8703.25
546,Técnico Judiciário,16665.23,8714.62
602,Técnico Judiciário,15634.62,8715.21
401,Técnico Judiciário,11613.06,8789.02
159,Técnico Judiciário,15980.85,8792.57
54,Técnico Judiciário,12061.54,8797.88
127,Técnico Judiciário,14360.84,8830.12
228,Técnico Judiciário,12535.64,8857.97
629,Técnico Judiciário,12037.09,8861.69
1138,Técnico Judiciário,12243.4,8915.02
527,Técnico Judiciário,14473.25,8949.94
102,Técnico Judiciário,10702.95,8964.63
640,Técnico Judiciário,15219.65,8981.6
951,Técnico Judiciário,15448.55,9007.59
349,Técnico Judiciário,14913.86,9029.58
1161,Técnico Judiciário,11987.25,9048.65
464,Técnico Judiciário,11176.38,9125.45
902,Técnico Judiciário,11945.78,9151.04
713,Técnico Judiciário,12503.61,9166.16
132,Técnico Judiciário,12309.82,9183.03
237,Técnico Judiciário,16479,9196.74
459,Técnico Judiciário,12851.7,9198.35
845,Técnico Judiciário,14600.91,9199.97
1148,Técnico Judiciário,13759.81,9258.83
126,Técnico Judiciário,12257.12,9266.07
201,Técnico Judiciário,16325.47,9298.53
677,Técnico Judiciário,12287.07,9313.33
719,Técnico Judiciário,13547.41,9344.93
286,Técnico Judiciário,15083.68,9345.38
200,Técnico Judiciário,17113.75,9349.57
814,Técnico Judiciário,15531.27,9395.05
435,Técnico Judiciário,11497.71,9426.83
968,Técnico Judiciário,12753.29,9449.65
740,Técnico Judiciário,14996.65,9488.54
777,Técnico Judiciário,14824.55,9504.83
826,Técnico Judiciário,13281.37,9522.49
851,Técnico Judiciário,16201.79,9572.51
743,Técnico Judiciário,18268.8,9590.27
900,Técnico Judiciário,17399.33,9591.29
19,Técnico Judiciário,17528.17,9593.22
161,Técnico Judiciário,16537.26,9638.46
108,Técnico Judiciário,13914.26,9667.42
475,Técnico Judiciário,15678.21,9740.74
437,Técnico Judiciário,12082.89,9785.38
317,Técnico Judiciário,12005.57,9796.47
884,Técnico Judiciário,13965.04,9824.3
1122,Técnico Judiciário,15416.15,9882
530,Técnico Judiciário,12844.53,9932.03
256,Técnico Judiciário,15092.06,9958.77
501,Técnico Judiciário,16631.68,10090.49
64,Técnico Judiciário,18564.23,10094.08
1090,Técnico Judiciário,20558.93,10172.73
119,Técnico Judiciário,13886.68,10247.44
753,Técnico Judiciário,17413.83,10257.25
370,Técnico Judiciário,15488.35,10266.29
44,Técnico Judiciário,14785.95,10323.52
644,Técnico Judiciário,13628.4,10323.64
33,Técnico Judiciário,14820.34,10346.55
112,Técnico Judiciário,16239.13,10389.43
456,Técnico Judiciário,14520.03,10484.79
223,Técnico Judiciário,14102.9,10515.88
1206,Técnico Judiciário,18049.22,10556.24
190,Técnico Judiciário,14676.52,10564.35
731,Técnico Judiciário,16952.85,10595.92
496,Técnico Judiciário,13410.25,10679.28
231,Técnico Judiciário,18663.7,10686.03
254,Técnico Judiciário,20233.9,10727.95
453,Técnico Judiciário,21393.01,10807.98
329,Técnico Judiciário,16960.97,10910.36
727,Técnico Judiciário,16208.11,10961.79
47,Técnico Judiciário,15279.24,11015.31
272,Técnico Judiciário,18641.85,11105.23
1195,Técnico Judiciário,17356.04,11368.71
488,Técnico Judiciário,15891.16,11379.83
221,Técnico Judiciário,16098.35,11422.99
890,Técnico Judiciário,17634.83,11553.09
1016,Técnico Judiciário,18401.16,11558.16
505,Técnico Judiciário,16243.57,11701.52
295,Técnico Judiciário,14497.33,11705.15
1196,Técnico Judiciário,22681.21,11753.66
795,Técnico Judiciário,16887.13,11776.73
158,Técnico Judiciário,16855.21,11955.16
633,Técnico Judiciário,16925.68,12099.9
821,Técnico Judiciário,18532.66,12100.18
187,Técnico Judiciário,18532.19,12216.55
481,Técnico Judiciário,18555.48,12314.12
331,Técnico Judiciário,17659.49,12381.63
13,Técnico Judiciário,16822.52,12458.35
807,Técnico Judiciário,17891.34,12597.94
489,Técnico Judiciário,17066.38,12738.43
195,Técnico Judiciário,18131.35,12754.79
1051,Técnico Judiciário,18221.46,12835.78
1061,Técnico Judiciário,18649.44,13283.59
1002,Técnico Judiciário,18177.9,13326.9
632,Técnico Judiciário,20374.75,13329.12
498,Técnico Judiciário,22791.95,13341.85
516,Técnico Judiciário,18306.88,13385.06
503,Técnico Judiciário,19351.68,13412.64
871,Técnico Judiciário,18663.7,13539.8
782,Técnico Judiciário,18496.63,13788.69
471,Técnico Judiciário,20878.76,14088.38
1066,Técnico Judiciário,22476.33,14318.53
639,Técnico Judiciário,21299.14,14734.01
816,Técnico Judiciário,19976.13,15342.48
419,Técnico Judiciário,21350.35,16724.97
48,Técnico Judiciário,29328.53,18459.95
