headline,link,categoria,subcategoria,dia,mês,ano,data,datadois
Protesto não é motivo para retirada de torcedor de arena diz ex ...,http://agenciabrasil.ebc.com.br/rio-2016/noticia/2016-08/protesto-nao-e-motivo-para-retirada-de-torcedor-de-arena-diz-ex-ministro-do,Repercussões,Protestos,8,8,2016,08/08/2016,08/08/2016
Planalto prevê 60 votos a favor de julgamento de Dilma pelo Senado,http://agenciabrasil.ebc.com.br/politica/noticia/2016-08/planalto-preve-60-votos-favor-de-julgamento-de-dilma-pelo-senado,Repercussões,Impeachment,9,8,2016,09/08/2016,08/09/2016
Duas horas após o início sessão do impeachment ainda não ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-08/duas-horas-apos-o-inicio-sessao-do-impeachment-ainda-nao-comecou-debates,Repercussões,Impeachment,9,8,2016,09/08/2016,08/09/2016
Manifestantes em SP dizem que não há crime de responsabilidade ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-08/manifestacao-em-sp-defende-que-nao-ha-crime-de-responsabilidade-para,Repercussões,Protestos,9,8,2016,09/08/2016,08/09/2016
Senadores retiram nome de lista e votação pode ser antes da meia ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-08/senadores-retiram-nome-de-lista-e-votacao-pode-ser-antes-da-meia-noite,Repercussões,Impeachment,9,8,2016,09/08/2016,08/09/2016
Democrata Bernie Sanders defende eleições no Brasil para resolver ...,http://agenciabrasil.ebc.com.br/internacional/noticia/2016-08/democrata-bernie-sanders-defende-eleicoes-no-brasil-para-resolver,Repercussões,Impeachment,9,8,2016,09/08/2016,08/09/2016
Indústria da construção vai pedir a Temer medidas para reativar ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-08/industria-da-construcao-vai-pedir-temer-medidas-para-reativar-economia,Repercussões,Temer,10,8,2016,10/08/2016,08/10/2016
Câmara adia votação de destaques ao projeto da renegociação de ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-08/camara-adia-votacao-de-destaques-ao-projeto-da-renegociacao-de-dividas,Repercussões,Congresso & Base Aliada,10,8,2016,10/08/2016,08/10/2016
Para oposição Dilma terá mais votos; para governistas ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-08/para-oposicao-dilma-tera-mais-votos-para-governistas-impeachment-e,Repercussões,Impeachment,10,8,2016,10/08/2016,08/10/2016
Presidente da Câmara anuncia hoje data para votação da cassação ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-08/presidente-da-camara-anuncia-hoje-data-para-votacao-da-cassacao-de-eduar,Repercussões,Congresso & Base Aliada,10,8,2016,10/08/2016,08/10/2016
Para ministro aprovação do impeachment fará economia reagir de ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-08/pereiraconfirmacao-do-governo-temer-fara-retornar-confianca-dos,Repercussões,Impeachment,11,8,2016,11/08/2016,08/11/2016
Julgamento que pode afastar Dilma definitivamente do mandato ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-08/julgamento-que-pode-afastar-dilma-definitivamente-do-mandato-comeca-no-dia,Repercussões,Impeachment,12,8,2016,12/08/2016,08/12/2016
Brasil supera Austrália nos pênaltis e vai à semifinal do futebol ...,http://agenciabrasil.ebc.com.br/rio-2016/noticia/2016-08/brasil-supera-australia-nos-penaltis-e-vai-semifinal-do-futebol-feminino,Repercussões,Protestos,12,8,2016,12/08/2016,08/12/2016
Público protesta contra Temer durante maratona feminina no Rio,http://agenciabrasil.ebc.com.br/geral/noticia/2016-08/protestos-pacificos-se-espalharam-por-maratona-feminina,Repercussões,Protestos,14,8,2016,14/08/2016,08/14/2016
TSE pede mais prazo para concluir perícia em gráfica da campanha ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-08/tse-pede-mais-prazo-para-concluir-pericia-em-grafica-da-campanha-de-dilma,Repercussões,Impeachment,15,8,2016,15/08/2016,08/15/2016
Prefeito do Rio vai recorrer de proibição de repasse de recursos ...,http://agenciabrasil.ebc.com.br/rio-2016/noticia/2016-08/prefeito-do-rio-vai-recorrer-da-decisao-que-proibe-repasses-para-olimpiada,Repercussões,Outros,15,8,2016,15/08/2016,08/15/2016
Empresários do Nordeste apresentam a Temer demandas para ...,http://agenciabrasil.ebc.com.br/economia/noticia/2016-08/empresarios-do-nordeste-apresentam-temer-demandas-para-fortalecer-industria,Repercussões,Temer,16,8,2016,16/08/2016,08/16/2016
Temer está “aberto ao diálogo” sobre crise nos estados diz ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-08/temer-esta-aberto-ao-dialogo-sobre-crise-nos-estados-diz-governador,Repercussões,Políticas Existentes,16,8,2016,16/08/2016,08/16/2016
MST bloqueia rodovias federais em Pernambuco em protesto contra ...,http://agenciabrasil.ebc.com.br/geral/noticia/2016-08/mst-bloqueia-rodovias-federais-em-pernambuco-em-protesto-contra-temer,Repercussões,Protestos,16,8,2016,16/08/2016,08/16/2016
Centrais fazem ato em frente à Fiesp contra perda de direitos ...,http://agenciabrasil.ebc.com.br/geral/noticia/2016-08/centrais-fazem-ato-contra-perdas-de-direitos-trabalhistas-em-frente-fiesp,Repercussões,Protestos,16,8,2016,16/08/2016,08/16/2016
Sindicalistas servem traíra e melancia em ato contra governo e ...,http://agenciabrasil.ebc.com.br/geral/noticia/2016-08/em-critica-governo-e-parlamentares-sindicalistas-servem-traira-e-melancia-em,Repercussões,Protestos,16,8,2016,16/08/2016,08/16/2016
Esquerda deve ter programa unificado diz líder do MTST,http://agenciabrasil.ebc.com.br/geral/noticia/2016-08/esquerda-deve-ter-programa-unificado-diz-lider-do-mtst,Repercussões,Outros,16,8,2016,16/08/2016,08/16/2016
BNDES diz que financiamento à JHSF teve critérios impessoais,http://agenciabrasil.ebc.com.br/politica/noticia/2016-08/operacao-acronimo-bndes-diz-que-financiamento-a-jhsf-teve-criterios-impessoais,Repercussões,Outros,16,8,2016,16/08/2016,08/16/2016
Lewandowski define rito de julgamento de Dilma que irá ao Senado ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-08/lewandowski-define-rito-de-julgamento-de-dilma-que-ira-ao-senado-se,Repercussões,Impeachment,17,8,2016,17/08/2016,08/17/2016
Temer é notificado pela OEA sobre pedido do PT para suspender ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-08/temer-e-notificado-pela-oea-sobre-pedido-do-pt-para-suspender-impeachment,Repercussões,Impeachment,18,8,2016,18/08/2016,08/18/2016
Após viajar ao Rio com Temer Renan reúne-se com Dilma nesta ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-08/apos-viajar-ao-rio-com-temer-renan-reune-se-com-dilma-nesta-sexta-feira,Repercussões,Impeachment,18,8,2016,18/08/2016,08/18/2016
Para tribunais de contas decisão do STF sobre Lei da Ficha Limpa ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-08/para-tribunais-de-contas-decisao-do-stf-sobre-lei-da-ficha-limpa-e,Repercussões,Outros,18,8,2016,18/08/2016,08/18/2016
Para cortar custo Comitê Paralímpico muda instalação e reduz ...,http://agenciabrasil.ebc.com.br/rio-2016/noticia/2016-08/para-cortar-custo-comite-paralimpico-muda-instalacao-e-reduz-oferta-de,Repercussões,Outros,19,8,2016,19/08/2016,08/19/2016
Maratona masculina encerra provas de rua da Rio 2016,http://agenciabrasil.ebc.com.br/rio-2016/noticia/2016-08/maratona-masculina-encerra-provas-de-rua-da-rio-2016,Repercussões,Protestos,21,8,2016,21/08/2016,08/21/2016
Ministro da Educação e Cultura reforça manutenção de programas ...,http://agenciabrasil.ebc.com.br/educacao/noticia/2016-05/ministro-da-educacao-e-cultura-reforca-manutencao-de-programas-e-prega,Políticas,Políticas Existentes,12,5,2016,12/05/2016,05/12/2016
Funai aprova estudos de demarcação de terra indígena na região ...,http://agenciabrasil.ebc.com.br/geral/noticia/2016-05/funai-aprova-demarcacao-de-terra-indigena-na-regiao-de-dourados,Políticas,Políticas Existentes,12,5,2016,12/05/2016,05/12/2016
Petrobras vende participação em subsidiária argentina,http://agenciabrasil.ebc.com.br/economia/noticia/2016-05/petrobras-vende-participacao-em-subsidiaria-argentina,Políticas,Políticas Existentes,12,5,2016,12/05/2016,05/12/2016
Publicadas as primeiras MPs do governo Temer,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/publicadas-primeiras-mps-do-governo-temer,Políticas,Outros,13,5,2016,13/05/2016,05/13/2016
Governo interino quer cortar 4 mil cargos comissionados diz Jucá,http://agenciabrasil.ebc.com.br/economia/noticia/2016-05/governo-interino-quer-cortar-4-mil-cargos-comissionados-diz-juca,Políticas,Cortes & Revisões,13,5,2016,13/05/2016,05/13/2016
Temer fará PEC para tirar status de ministério da AGU e do BC diz ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/temer-fara-pec-para-tirar-status-de-ministerio-da-agu-e-do-bc-diz,Políticas,Cortes & Revisões,13,5,2016,13/05/2016,05/13/2016
Meirelles diz que prioridade é conter aumento de despesas públicas,http://agenciabrasil.ebc.com.br/economia/noticia/2016-05/meirelles-diz-que-prioridade-e-conter-aumento-de-despesas-publicas,Políticas,Cortes & Revisões,13,5,2016,13/05/2016,05/13/2016
Ações do governo Temer estarão baseadas no documento Uma ...,http://agenciabrasil.ebc.com.br/economia/noticia/2016-05/acoes-do-governo-temer-estarao-baseadas-no-documento-uma-ponte-para-o,Políticas,Novas Políticas,14,5,2016,14/05/2016,05/14/2016
Temer cria grupo com centrais para discutir reforma da Previdência ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/temer-cria-grupo-com-centrais-para-discutir-reforma-da-previdencia-em-30,Políticas,Cortes & Revisões,16,5,2016,16/05/2016,05/16/2016
Mudança da meta fiscal pode ficar para semana que vem diz Jucá,http://agenciabrasil.ebc.com.br/economia/noticia/2016-05/mudanca-da-meta-fiscal-pode-ficar-para-semana-que-vem-diz-juca,Políticas,Cortes & Revisões,16,5,2016,16/05/2016,05/16/2016
Ricardo Barros diz que governo não aumentará recursos para a ...,http://agenciabrasil.ebc.com.br/geral/noticia/2016-05/ministro-da-saude-diz-que-governo-nao-aumentara-recursos-para-pasta,Políticas,Políticas Existentes,16,5,2016,16/05/2016,05/16/2016
Instituto vai propor Plano Nacional de Desenvolvimento como saída ...,http://agenciabrasil.ebc.com.br/economia/noticia/2016-05/plano-nacional-de-desenvolvimento-e-saida-para-crise-propoe-forum-nacional,Políticas,Novas Políticas,16,5,2016,16/05/2016,05/16/2016
Governo vai estudar novo modelo de financiamento de concessões,http://agenciabrasil.ebc.com.br/economia/noticia/2016-05/governo-vai-estudar-novo-modelo-de-financiamento-de-concessoes-de,Políticas,Novas Políticas,17,5,2016,17/05/2016,05/17/2016
Presidente da CMO vai conversar com Jucá sobre alteração da ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/presidente-da-cmo-vai-conversar-com-juca-sobre-alteracao-da-meta-fiscal,Políticas,Cortes & Revisões,17,5,2016,17/05/2016,05/17/2016
Senado aprova MP que prorroga dívidas rurais,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/senado-aprova-mp-que-prorroga-dividas-rurais,Políticas,Políticas Existentes,17,5,2016,17/05/2016,05/17/2016
Câmara aprova MP que pode provocar aumento na conta de luz,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/camara-aprova-mp-que-pode-provocar-aumento-na-conta-de-luz,Políticas,Políticas Existentes,18,5,2016,18/05/2016,05/18/2016
Ministro do Turismo volta a defender legalização dos jogos de azar ...,http://agenciabrasil.ebc.com.br/economia/noticia/2016-05/ministro-do-turismo-volta-defender-legalizacao-dos-jogos-de-azar-no-brasil,Políticas,Novas Políticas,18,5,2016,18/05/2016,05/18/2016
CMO adia para próxima semana votação de projeto de revisão da ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/cmo-adia-para-proxima-semana-votacao-de-projeto-de-revisao-da-meta-fiscal,Políticas,Cortes & Revisões,18,5,2016,18/05/2016,05/18/2016
Jucá anuncia para segunda divulgação da nova meta fiscal,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/juca-anuncia-para-segunda-divulgacao-da-nova-meta-fiscal,Políticas,Cortes & Revisões,19,5,2016,19/05/2016,05/19/2016
Jogos do Rio receberão 2 mil agentes da Força Nacional de vários ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/jogos-do-rio-receberao-2-mil-agentes-da-forca-nacional-que-estao-em-sao,Políticas,Outros,19,5,2016,19/05/2016,05/19/2016
Governo cumprirá contratos de concessão de aeroportos em vigor ...,http://agenciabrasil.ebc.com.br/economia/noticia/2016-05/governo-cumprira-contratos-de-concessao-de-aeroportos-em-vigor-diz,Políticas,Políticas Existentes,19,5,2016,19/05/2016,05/19/2016
Temer irá ao Congresso para defender “realismo” da nova meta fiscal,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/temer-ira-ao-congresso-para-demonstrar-realismo-da-nova-meta-fiscal,Políticas,Cortes & Revisões,20,5,2016,20/05/2016,05/20/2016
Temer vai propor medidas econômicas ao Congresso para conter ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/temer-defende-aprovacao-de-medidas-economicas-no-congresso-para-conter,Políticas,Cortes & Revisões,24,5,2016,24/05/2016,05/24/2016
Meirelles: governo descarta aumento de impostos "no momento",http://agenciabrasil.ebc.com.br/economia/noticia/2016-05/meirelles-governo-nao-contempla-aumento-de-impostos-no-momento,Políticas,Cortes & Revisões,24,5,2016,24/05/2016,05/24/2016
Farol baixo durante o dia passa a ser obrigatório em rodovias ...,http://agenciabrasil.ebc.com.br/geral/noticia/2016-05/farol-baixo-durante-o-dia-passa-ser-obrigatorio-em-rodovias-brasileiras,Políticas,Outros,24,5,2016,24/05/2016,05/24/2016
Sem quórum na Comissão Mista do Orçamento meta fiscal segue ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/sem-quorum-na-comissao-mista-do-orcamento-meta-fiscal-segue-para-o-plenario,Políticas,Cortes & Revisões,24,5,2016,24/05/2016,05/24/2016
Temer cria comitê de controle de fronteiras com ministérios PF ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/temer-cria-comite-de-controle-de-fronteiras-com-ministerios-pf-receita-e,Políticas,Novas Políticas,25,5,2016,25/05/2016,05/25/2016
Congresso aprova projeto que altera meta fiscal de 2016,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/congresso-nacional-aprova-projeto-que-altera-meta-fiscal-de-2016,Políticas,Cortes & Revisões,25,5,2016,25/05/2016,05/25/2016
Temer anuncia departamento na PF para combater crimes contra ...,http://agenciabrasil.ebc.com.br/geral/noticia/2016-05/temer-anuncia-departamento-na-pf-para-combater-crimes-contra-mulher,Políticas,Novas Políticas,27,5,2016,27/05/2016,05/27/2016
Câmara aprova MP com recursos para o Benefício Garantia-Safra a ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/camara-aprova-mp-com-recursos-para-o-beneficio-garantia-safra-440-mil,Políticas,Novas Políticas,31,5,2016,31/05/2016,05/31/2016
Governo pode liberar até R$ 1945 bilhões do Orçamento de 2016 ...,http://agenciabrasil.ebc.com.br/economia/noticia/2016-05/governo-pode-liberar-ate-r-1945-bilhoes-do-orcamento-de-2016-para-despesas,Políticas,Cortes & Revisões,31,5,2016,31/05/2016,05/31/2016
Comissão especial aprova prorrogação da DRU até 2023,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/comissao-especial-aprova-parecer-que-prorroga-dru-ate-2023,Políticas,Políticas Existentes,1,6,2016,01/06/2016,06/01/2016
Temer admite incluir idade mínima para aposentadoria na reforma ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/temer-admite-incluir-idade-minima-para-aposentadoria-na-reforma-da,Políticas,Cortes & Revisões,2,6,2016,02/06/2016,06/02/2016
Diário Oficial publica criação do Núcleo de Proteção à Mulher,http://agenciabrasil.ebc.com.br/direitos-humanos/noticia/2016-06/diario-oficial-publica-criacao-do-nucleo-de-protecao-mulher,Políticas,Novas Políticas,2,6,2016,02/06/2016,06/02/2016
Câmara aprova em primeiro turno PEC que prorroga DRU até 2023,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/camara-aprova-em-primeiro-turno-pec-que-prorroga-dru-ate-2023,Políticas,Políticas Existentes,2,6,2016,02/06/2016,06/02/2016
Novo presidente da Petrobras diz que apoia revisão da Lei de Partilha,http://agenciabrasil.ebc.com.br/economia/noticia/2016-06/novo-presidente-da-petrobras-diz-que-apoia-revisao-da-lei-de-partilha,Políticas,Cortes & Revisões,2,6,2016,02/06/2016,06/02/2016
Transplantes: avião da FAB ficará à disposição para transporte de ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/temer-quer-aviao-permannte-disposicao-para-transporte-de-orgaos,Políticas,Novas Políticas,6,6,2016,06/06/2016,06/06/2016
Reajuste do funcionalismo estará sujeito a limite constitucional diz ...,http://agenciabrasil.ebc.com.br/economia/noticia/2016-06/reajuste-do-funcionalismo-estara-sujeito-limite-constitucional-diz,Políticas,Novas Políticas,6,6,2016,06/06/2016,06/06/2016
Publicado decreto que disponibiliza avião da FAB para transporte ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/publicado-decreto-que-disponibiliza-aviao-da-fab-para-transporte-de-orgaos,Políticas,Novas Políticas,7,6,2016,07/06/2016,06/07/2016
Brasil e Paraguai assinam acordos aéreo e para construção de ...,http://agenciabrasil.ebc.com.br/economia/noticia/2016-06/brasil-e-paraguai-assinam-acordos-aereo-e-para-construcao-de-ponte,Políticas,Novas Políticas,8,6,2016,08/06/2016,06/08/2016
Governo apresenta proposta para dívida de estados até semana ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/governo-apresenta-proposta-para-divida-de-estados-ate-semana-que-vem,Políticas,Políticas Existentes,8,6,2016,08/06/2016,06/08/2016
Câmara aprova em segundo turno PEC da DRU; proposta vai ao ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/camara-aprova-em-segundo-turno-pec-da-dru-proposta-vai-ao-senado,Políticas,Políticas Existentes,8,6,2016,08/06/2016,06/08/2016
Temer discute detalhes de PEC que limita gasto público,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/temer-discute-com-ministros-pec-que-limita-gasto-publico,Políticas,Novas Políticas,14,6,2016,14/06/2016,06/14/2016
Governo Temer propõe teto para gastos públicos por 20 anos,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/governo-temer-propoe-teto-para-gastos-publicos-por-20-anos,Políticas,Novas Políticas,15,6,2016,15/06/2016,06/15/2016
Temer sanciona lei de refinanciamento de dívidas de caminhoneiros,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/temer-sanciona-lei-refinancimanto-de-dividas-de-caminhoneiros,Políticas,Novas Políticas,15,6,2016,15/06/2016,06/15/2016
Câmara aprova projeto que cria regras para nomeação de ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/camara-aprova-projeto-que-cria-regras-para-nomeacao-de-dirigentes-de,Políticas,Novas Políticas,15,6,2016,15/06/2016,06/15/2016
Câmara aprova MP que reduz IR sobre remessas de dinheiro ao ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/camara-aprova-mp-que-reduz-ir-sobre-remessas-de-dinheiro-ao-exterior,Políticas,Novas Políticas,15,6,2016,15/06/2016,06/15/2016
Senado aprova MP que garante R$ 3162 milhões para agricultor ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/senado-aprova-mp-que-garante-r-3162-milhoes-para-agricultor-atingido-pela,Políticas,Políticas Existentes,15,6,2016,15/06/2016,06/15/2016
Primeiras concessões devem ser anunciadas em 15 dias diz ...,http://agenciabrasil.ebc.com.br/geral/noticia/2016-06/primeiras-concessoes-devem-ser-anunciadas-em-15-dias-diz-moreira-franco,Políticas,Novas Políticas,16,6,2016,16/06/2016,06/16/2016
Ministro diz que meta fiscal de 2017 terá ajustes e não contará com ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/ministro-diz-que-projeto-de-lei-orcamentaria-anual-tera-ajustes,Políticas,Cortes & Revisões,16,6,2016,16/06/2016,06/16/2016
Planalto estuda liberar R$ 3 bilhões para socorro financeiro ao Rio,http://agenciabrasil.ebc.com.br/economia/noticia/2016-06/planalto-estuda-liberar-r-3-bilhoes-para-socorro-financeiro-ao-rio,Políticas,Novas Políticas,20,6,2016,20/06/2016,06/20/2016
Senado aprova regras mais rígidas para lei de responsabilidade ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/senado-aprova-regras-mais-rigidas-para-lei-de-responsabilidades-das,Políticas,Novas Políticas,21,6,2016,21/06/2016,06/21/2016
Governo edita MP que libera R$ 29 bilhões para o Rio de Janeiro,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/governo-edita-mp-que-libera-r-29-bilhoes-para-o-rio-de-janeiro,Políticas,Novas Políticas,21,6,2016,21/06/2016,06/21/2016
Temer sanciona lei que disciplina mandado de injunção individual e ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/temer-sanciona-lei-que-disciplina-mandado-de-injuncao-individual-e-coletivo,Políticas,Políticas Existentes,23,6,2016,23/06/2016,06/23/2016
Camex zera Imposto de Importação de feijão por três meses,http://agenciabrasil.ebc.com.br/economia/noticia/2016-06/camex-zera-imposto-de-importacao-de-feijao-por-tres-meses,Políticas,Novas Políticas,23,6,2016,23/06/2016,06/23/2016
Governo entrega mais 4.626 imóveis para famílias do Rio de Janeiro,http://agenciabrasil.ebc.com.br/geral/noticia/2016-06/governo-entrega-mais-4626-imoveis-para-familias-do-rio-de-janeiro,Políticas,Políticas Existentes,26,6,2016,26/06/2016,06/26/2016
Governo estuda venda de sociedades de propósito específico da ...,http://agenciabrasil.ebc.com.br/economia/noticia/2016-06/governo-anuncia-venda-de-sociedades-de-proposito-especifico-da-eletrobras,Políticas,Novas Políticas,27,6,2016,27/06/2016,06/27/2016
Padilha confirma vetos de Temer a pontos de projeto sobre ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/padilha-confirma-vetos-de-temer-pontos-de-projeto-sobre-nomeacoes-em,Políticas,novas Políticas,28,6,2016,28/06/2016,06/28/2016
Governo vai rever regras de certificados de filantropia e vender ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/governo-vai-rever-regras-de-certificados-de-filantropia-e-vender-imoveis-do,Políticas,Cortes & Revisões,28,6,2016,28/06/2016,06/28/2016
Sancionada lei que permite entrada forçada em imóveis com focos ...,http://agenciabrasil.ebc.com.br/geral/noticia/2016-06/sancionada-lei-que-permite-entrada-forcada-em-imoveis-com-focos-de-aedes,Políticas,Novas Políticas,28,6,2016,28/06/2016,06/28/2016
Acordo garante segurança para jogos de futebol da Olimpíada em SP,http://agenciabrasil.ebc.com.br/geral/noticia/2016-06/acordo-garante-seguranca-para-partidas-de-futebol-da-olimpiada-em-sp,Políticas,Outros,28,6,2016,28/06/2016,06/28/2016
Temer anuncia reajuste de 125% do Bolsa Família e R$ 700 ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/temer-anuncia-reajuste-do-bolsa-familia-e-libera-700-milhoes-para-educacao,Políticas,Políticas Existentes,29,6,2016,29/06/2016,06/29/2016
Senado aprova MP do Setor Aéreo com compromisso de veto de ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/senado-aprova-mp-do-setor-aereo-com-compromisso-de-veto-de-temer,Políticas,Novas Políticas,29,6,2016,29/06/2016,06/29/2016
Temer suspende transmissão ao vivo de eventos oficiais fora de ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/temer-suspende-transmissao-ao-vivo-de-eventos-oficiais-fora-de-brasilia,Políticas,Cortes & Revisões,29,6,2016,29/06/2016,06/29/2016
Senado aprova reajuste salarial do Judiciário e do MPF,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/senado-aprova-reajuste-salarial-do-judiciario-e-do-mpf,Políticas,Cortes & Revisões,29,6,2016,29/06/2016,06/29/2016
Temer sanciona Lei das Estatais com dez vetos,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/temer-sanciona-lei-das-estatais-com-dez-vetos,Políticas,Novas Políticas,30,6,2016,30/06/2016,06/30/2016
Temer revoga amanhã decreto de Dilma sobre competência das ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/temer-revoga-amanha-decreto-de-dilma-sobre-competencia-das-forcas-armadas,Políticas,Cortes & Revisões,30,6,2016,30/06/2016,06/30/2016
Governo fará perícia para identificar erros no pagamento de auxílio ...,http://agenciabrasil.ebc.com.br/geral/noticia/2016-06/governo-fara-pericia-para-identificar-erros-no-pagamento-de-auxilio-doenca,Políticas,Cortes & Revisões,30,6,2016,30/06/2016,06/30/2016
Forças Armadas voltam a decidir sobre atos relativos a pessoal militar,http://agenciabrasil.ebc.com.br/politica/noticia/2016-07/forcas-armadas-voltam-decidir-sobre-atos-relativos-pessoal-militar,Políticas,Cortes & Revisões,1,7,2016,01/07/2016,07/01/2016
Ministério da Justiça cria núcleos permanentes de inteligência nos ...,http://agenciabrasil.ebc.com.br/geral/noticia/2016-07/ministerio-da-justica-cria-nucleos-permanentes-de-inteligencia-nos-estados,Políticas,Novas Políticas,1,7,2016,01/07/2016,07/01/2016
Governo pretende fazer "pente fino" em benefícios previdenciários ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-07/governo-pretende-fazer-pente-fino-em-beneficios-previdenciarios-diz-padilha,Políticas,Cortes & Revisões,1,7,2016,01/07/2016,07/01/2016
Uso do farol baixo durante o dia será obrigatório em rodovias,http://agenciabrasil.ebc.com.br/geral/noticia/2016-07/uso-do-farol-baixo-durante-o-dia-sera-obrigatorio-em-rodovias-partir-de-sexta,Políticas,Novas Políticas,3,7,2016,03/07/2016,07/03/2016
Temer vai retirar urgência de pacote anticorrupção de Dilma diz líder,http://agenciabrasil.ebc.com.br/politica/noticia/2016-07/temer-vai-retirar-urgencia-de-pacote-anticorrupcao-de-dilma-diz-lider,Políticas,Cortes & Revisões,5,7,2016,05/07/2016,07/05/2016
Câmara aprova MP que destina recursos para ações de combate à ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-07/camara-aprova-mp-que-destina-recursos-para-acoes-de-combate-microcefalia,Políticas,Novas Políticas,5,7,2016,05/07/2016,07/05/2016
Câmara aprova MP que trata de controle de dopagem com foco nos ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-07/camara-aprova-mp-que-trata-de-controle-de-dopagem-com-foco-nos-jogos,Políticas,Novas Políticas,5,7,2016,05/07/2016,07/05/2016
Temer anuncia meta fiscal nesta quinta diz senador após reunião ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-07/temer-anuncia-meta-fiscal-nesta-quinta-diz-senador-apos-reuniao-no-planalto,Políticas,Cortes & Revisões,6,7,2016,06/07/2016,07/06/2016
Senado aprova MP que libera recursos para combate ao Aedes ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-07/senado-aprova-mp-que-libera-recursos-para-combate-ao-aedes-aegypti,Políticas,Novas Políticas,6,7,2016,06/07/2016,07/06/2016
Senado aprova MP que estabelece regras para controle de doping ...,http://agenciabrasil.ebc.com.br/rio-2016/noticia/2016-07/senado-aprova-mp-que-estabelece-regras-para-controle-de-dopagem-na,Políticas,Novas Políticas,6,7,2016,06/07/2016,07/06/2016
Plenário do Senado aprova projeto que estimula investimento em ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-07/plenario-do-senado-aprova-projeto-que-estimula-investimento-em-saneamento,Políticas,Novas Políticas,6,7,2016,06/07/2016,07/06/2016
Bandeira do Brasil passa a ser obrigatória em divulgação de ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-07/bandeira-do-brasil-passa-ser-obrigatoria-em-divulgacao-de-eventos-e-filmes,Políticas,Novas Políticas,7,7,2016,07/07/2016,07/07/2016
