headline,link,categoria,subcategoria,dia,mês,ano,data,datadois
Governo espera economizar R$ 71 bilhões por ano com revisão de ...,http://agenciabrasil.ebc.com.br/economia/noticia/2016-07/governo-espera-economizar-r-71-bilhoes-por-ano-com-revisao-de-beneficios,Políticas,Cortes & Revisões,7,7,2016,07/07/2016,07/07/2016
Após anúncio da meta fiscal de 2017 Temer volta a falar em ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-07/revisao-em-concessao-de-beneficios-vai-racionalizar-recursos-publicos-diz,Políticas,Cortes & Revisões,8,7,2016,08/07/2016,07/08/2016
Uso do farol baixo em rodovias é obrigatório a partir de hoje,http://agenciabrasil.ebc.com.br/geral/noticia/2016-07/uso-do-farol-baixo-em-rodovias-e-obrigatorio-partir-de-hoje,Políticas,Novas Políticas,8,7,2016,08/07/2016,07/08/2016
MEC formaliza ampliação da renda familiar para acesso ao Fies,http://agenciabrasil.ebc.com.br/educacao/noticia/2016-07/mec-formaliza-ampliacao-da-renda-familiar-para-acesso-ao-fies,Políticas,Novas Políticas,11,7,2016,11/07/2016,07/11/2016
Em 5 anos novos prédios deverão ter medidores individuais de ...,http://agenciabrasil.ebc.com.br/geral/noticia/2016-07/em-5-anos-novos-predios-deverao-ter-medidores-individuais-de-consumo-de,Políticas,Políticas Existentes,12,7,2016,12/07/2016,07/12/2016
Governo vai liberar R$ 100 milhões para concluir etapa de ponte ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-07/governo-vai-liberar-r-100-milhoes-para-concluir-etapa-de-ponte-sobre-rio,Políticas,Outros,12,7,2016,12/07/2016,07/12/2016
Governo aprova urgência para projeto de dívida dos estados na ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-07/governo-aprova-urgencia-para-projeto-de-divida-dos-estados-na-segunda,Políticas,Políticas Existentes,12,7,2016,12/07/2016,07/12/2016
Câmara aprova urgência para projeto que altera regras de ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-07/camara-aprova-urgencia-para-projeto-que-altera-regras-de-exploracao-do-pre,Políticas,Cortes & Revisões,12,7,2016,12/07/2016,07/12/2016
Senado aprova oito propostas de reajuste salarial para servidores ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-07/senado-aprova-oito-propostas-de-reajuste-salarial-para-servidores-publicos,Políticas,Cortes & Revisões,12,7,2016,12/07/2016,07/12/2016
Governo federal vai liberar R$ 78 milhões para segurança na ...,http://agenciabrasil.ebc.com.br/rio-2016/noticia/2016-07/governo-federal-vai-liberar-r-78-milhoes-para-seguranca-na-olimpiada,Políticas,Outros,12,7,2016,12/07/2016,07/12/2016
Tesouro diz que não há espaço para mais ajuda a estados e ...,http://agenciabrasil.ebc.com.br/economia/noticia/2016-07/secretario-do-tesouro-diz-que-nao-ha-espaco-para-mais-ajuda-estados-e,Políticas,Cortes & Revisões,13,7,2016,13/07/2016,07/13/2016
Minha Casa Minha Vida: famílias com crianças com microcefalia ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-07/governo-vai-priorizar-no-minha-casa-minha-vida-familias-com-criancas-com,Políticas,Novas Políticas,14,7,2016,14/07/2016,07/14/2016
Temer sanciona reajuste salarial de servidores do Judiciário e do MPF,http://agenciabrasil.ebc.com.br/politica/noticia/2016-07/temer-sanciona-reajuste-salarial-de-servidores-do-judiciario-e-do-mpf,Políticas,Cortes & Revisões,20,7,2016,20/07/2016,07/20/2016
Governo enviará ao Congresso reforma trabalhista até o fim do ano ...,http://agenciabrasil.ebc.com.br/economia/noticia/2016-07/governo-enviara-ao-congresso-proposta-de-reforma-trabalhista-diz-ministro,Políticas,Novas Políticas,20,7,2016,20/07/2016,07/20/2016
Lei que reduz para 6% alíquota de imposto sobre remessas ao ...,http://agenciabrasil.ebc.com.br/economia/noticia/2016-07/lei-que-reduz-para-6-aliquota-de-imposto-sobre-remessas-ao-exterior-e,Políticas,Novas Políticas,21,7,2016,21/07/2016,07/21/2016
Publicadas leis que aumentam salários de servidores do Judiciário ...,http://agenciabrasil.ebc.com.br/economia/noticia/2016-07/publicadas-leis-que-reajustam-salarios-dos-servidores-do-judiciario-e,Políticas,Cortes & Revisões,21,7,2016,21/07/2016,07/21/2016
Planejamento extingue 101 cargos e funções comissionadas,http://agenciabrasil.ebc.com.br/politica/noticia/2016-07/governo-extingue-101-cargos-e-funcoes-comissionadas,Políticas,Cortes & Revisões,22,7,2016,22/07/2016,07/22/2016
Itamaraty divulga telefone de emergência para brasileiros que estão ...,http://agenciabrasil.ebc.com.br/internacional/noticia/2016-07/itamaraty-divulga-telefone-de-emargencia-para-brasileiros-que-estao-em,Políticas,Outros,22,7,2016,22/07/2016,07/22/2016
Temer veta participação de 100% de capital estrangeiro em aéreas ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-07/temer-veta-participacao-de-100-de-capital-estrangeiro-em-aereas-brasileiras,Políticas,Novas Políticas,25,7,2016,25/07/2016,07/25/2016
Militares deverão ser incluídos em regime único da Previdência diz ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-07/militares-deverao-ser-incluidos-em-regime-unico-da-previdencia-diz-padilha,Políticas,Novas Políticas,25,7,2016,25/07/2016,07/25/2016
Previdência: governo publica decreto que garante antecipação do ...,http://agenciabrasil.ebc.com.br/economia/noticia/2016-07/previdencia-governo-publica-decreto-que-garante-antecipacao-do-13o-salario,Políticas,Políticas Existentes,25,7,2016,25/07/2016,07/25/2016
Programa A Voz do Brasil será flexibilizado durante Olimpíada e ...,http://agenciabrasil.ebc.com.br/rio-2016/noticia/2016-07/programa-voz-do-brasil-sera-flexibilizado-durante-olimpiada-e-paralimpiada,Políticas,Outros,25,7,2016,25/07/2016,07/25/2016
Publicada com vetos lei que muda regras do setor aéreo e ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-07/publicada-com-vetos-lei-que-muda-setor-aereo-e-reestrutura-infraero,Políticas,Novas Políticas,26,7,2016,26/07/2016,07/26/2016
Governo vai priorizar conclusão de obras de infraestrutura de até R ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-07/governo-vai-priorizar-conclusao-de-obras-de-infraestrutura-de-ate-r-10,Políticas,Novas Políticas,26,7,2016,26/07/2016,07/26/2016
Comissão do governo vai avaliar programas científicos e tecnológicos,http://agenciabrasil.ebc.com.br/pesquisa-e-inovacao/noticia/2016-07/comissao-do-governo-vai-avaliar-programas-cientificos-e,Políticas,Novas Políticas,26,7,2016,26/07/2016,07/26/2016
Temer sanciona reajuste de salário de servidores da Câmara,http://agenciabrasil.ebc.com.br/politica/noticia/2016-07/sancionada-lei-que-reajusta-salarios-dos-servidores-da-camara-dos-deputados,Políticas,Cortes & Revisões,29,7,2016,29/07/2016,07/29/2016
Governo libera R$ 790 milhões para ações de combate à seca no ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-07/governo-libera-r-790-milhoes-para-acoes-de-combate-seca-no-nordeste,Políticas,Outros,29,7,2016,29/07/2016,07/29/2016
Temer assina projeto com reajuste de 37% e evita greve de ...,http://agenciabrasil.ebc.com.br/geral/noticia/2016-07/temer-assina-projeto-com-reajuste-de-37-e-evita-greve-de-delegados-da-pf,Políticas,Cortes & Revisões,29,7,2016,29/07/2016,07/29/2016
Forças Armadas assumem segurança de atletas olímpicos em ...,http://agenciabrasil.ebc.com.br/rio-2016/noticia/2016-07/forcas-armadas-assumem-seguranca-de-atletas-olimpicos-em-manaus,Políticas,Outros,30,7,2016,30/07/2016,07/30/2016
Após ataques Temer autoriza envio de tropas do Exército ao Rio ...,http://agenciabrasil.ebc.com.br/geral/noticia/2016-07/apos-ataques-temer-autoriza-envio-de-tropas-do-exercito-ao-rio-grande-do-norte,Políticas,Outros,31,7,2016,31/07/2016,07/31/2016
Brasil e EUA assinam acordo para exportação de carne bovina in ...,http://agenciabrasil.ebc.com.br/economia/noticia/2016-08/brasil-e-eua-assinam-acordo-para-exportacao-de-carne-bovina-natura,Políticas,Novas Políticas,1,8,2016,01/08/2016,08/01/2016
Brasil e Argentina firmam amanhã acordos comerciais,http://agenciabrasil.ebc.com.br/economia/noticia/2016-08/brasil-e-argentina-firmam-amanha-acordos-comerciais,Políticas,Outros,1,8,2016,01/08/2016,08/01/2016
Rio Grande do Norte terá reforço de 12 mil homens das Forças ...,http://agenciabrasil.ebc.com.br/geral/noticia/2016-08/rio-grande-do-norte-tera-reforco-de-1200-homens-das-forcas-armadas,Políticas,Outros,1,8,2016,01/08/2016,08/01/2016
Obras inacabadas terão início imediato e custarão R$18 bi até ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-08/obras-inacabadas-terao-inicio-imediato-e-custarao-r18-bi-ate-2018-diz,Políticas,Políticas Existentes,8,8,2016,08/08/2016,08/08/2016
CCJ da Câmara aprova PEC que limita gastos públicos por 20 anos,http://agenciabrasil.ebc.com.br/politica/noticia/2016-08/ccj-da-camara-aprova-pec-que-limita-gastos-publicos-por-20-anos,Políticas,Novas Políticas,9,8,2016,09/08/2016,08/09/2016
Temer: Minha Casa Minha Vida é um projeto de governo e não de ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-08/temer-minha-casa-minha-vida-e-um-projeto-de-governo-e-nao-de-pessoas,Políticas,Políticas Existentes,11,8,2016,11/08/2016,08/11/2016
Bancos terão que emitir recibo de quitação integral de débito ...,http://agenciabrasil.ebc.com.br/rio-2016/noticia/2016-08/bancos-terao-que-emitir-recibo-de-quitacao-integral-de-debito-pedido-por,Políticas,Políticas Existentes,14,8,2016,14/08/2016,08/14/2016
Forças Armadas ficarão no Rio Grande do Norte por mais oito dias,http://agenciabrasil.ebc.com.br/geral/noticia/2016-08/forcas-armadas-ficarao-no-rio-grande-do-norte-por-mais-oito-dias,Políticas,Outros,15,8,2016,15/08/2016,08/15/2016
Governo desiste de Tapajós; Greenpeace alerta para riscos de ...,http://agenciabrasil.ebc.com.br/geral/noticia/2016-08/governo-desiste-de-tapajos-greenpeace-alerta-para-riscos-de-hidreletricas,Políticas,Outros,15,8,2016,15/08/2016,08/15/2016
Publicado decreto que prorroga permanência das Forças Armadas ...,http://agenciabrasil.ebc.com.br/geral/noticia/2016-08/publicado-decreto-que-prorroga-permanencia-das-forcas-armadas-em-natal,Políticas,Outros,16,8,2016,16/08/2016,08/16/2016
Comissão do Congresso aprova medida provisória que extingue ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-08/comissao-do-congresso-aprova-medida-provisoria-que-extingue-10462-cargos-de,Políticas,Cortes & Revisões,16,8,2016,16/08/2016,08/16/2016
Governo propõe teto de gastos já para 2017 antes da aprovação da ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-08/governo-propoe-teto-de-gastos-ja-para-2017-antes-da-aprovacao-da-pec-241,Políticas,Cortes & Revisões,19,8,2016,19/08/2016,08/19/2016
Forças Armadas vão ampliar incentivos para atleta paralímpico de ...,http://agenciabrasil.ebc.com.br/rio-2016/noticia/2016-08/forcas-armadas-vao-ampliar-incentivos-para-atleta-paralimpico-de-alto,Políticas,Outros,19,8,2016,19/08/2016,08/19/2016
Temer diz que não é hora de falar em crise mas em trabalhar,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/temer-diz-que-nao-e-hora-de-falar-em-crise-mas-em-trabalhar,Polêmicas,Temer,12,5,2016,12/05/2016,05/12/2016
Ex-ministros criticam falta de diversidade no ministério de Temer,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/ex-ministros-criticam-falta-de-diversidade-no-ministerio-de-temer,Polêmicas,Ministros & Cargos,12,5,2016,12/05/2016,05/12/2016
ONU Mulheres alerta para falta de paridade de gênero no novo ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/onu-mulheres-alerta-para-falta-de-paridade-de-genero-no-novo-governo-temer,Polêmicas,Ministros & Cargos,12,5,2016,12/05/2016,05/12/2016
Novo ministro da Educação foi autor da emenda da reeleição em ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/novo-ministro-da-educacao-foi-autor-da-emenda-da-reeleicao-em-1997,Polêmicas,Ministros & Cargos,12,5,2016,12/05/2016,05/12/2016
Padilha diz que ministério não tem mulheres porque partidos não ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/padilha-diz-que-ministerio-nao-tem-mulheres-porque-partidos-nao-indicaram,Polêmicas,Ministros & Cargos,13,5,2016,13/05/2016,05/13/2016
Presidente da Fundação Joaquim Nabuco deixa cargo por ...,http://agenciabrasil.ebc.com.br/educacao/noticia/2016-05/presidente-da-fundaj-deixa-cargo-por-disconcordar-do-governo-temer,Polêmicas,Temer,13,5,2016,13/05/2016,05/13/2016
Itamaraty critica governos de 5 países por propagar "falsidades ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/itamaraty-critica-governos-de-cinco-paises-por-propagar-falsidades-sobre,Polêmicas,Outros,13,5,2016,13/05/2016,05/13/2016
Mendonça Filho é vaiado por servidores do Ministério da Cultura,http://agenciabrasil.ebc.com.br/educacao/noticia/2016-05/mendonca-filho-e-vaiado-por-servidores-do-ministerio-da-cultura,Polêmicas,Ministros & Cargos,13,5,2016,13/05/2016,05/13/2016
Festival é marcado por shows e críticas à extinção do Ministério da ...,http://agenciabrasil.ebc.com.br/cultura/noticia/2016-05/festival-e-marcado-por-shows-e-criticas-extincao-do-ministerio-da-cultura,Polêmicas,Ministros & Cargos,15,5,2016,15/05/2016,05/15/2016
Temer manterá lista tríplice para escolha do procurador-geral da ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/temer-mantera-lista-triplice-para-escolha-do-procurador-geral-da-republica,Polêmicas,Ministros & Cargos,16,5,2016,16/05/2016,05/16/2016
Presidente da EBC é exonerado e recorre à Justiça para a garantia ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/presidente-da-ebc-e-exonerado-e-recorre-justica-para-garantia-do-mandato,Polêmicas,Ministros & Cargos,17,5,2016,17/05/2016,05/17/2016
Moraes nega mal-estar com Temer após entrevista sobre indicação ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/moraes-nega-mal-estar-com-temer-apos-entrevista-sobre-indicacao-para-pgr,Polêmicas,Ministros & Cargos,17,5,2016,17/05/2016,05/17/2016
Investigado na Lava Jato não está impedido de assumir ministério ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/investigado-na-lava-jato-nao-esta-impedido-de-assumir-ministerio-diz,Polêmicas,Ministros & Cargos,17,5,2016,17/05/2016,05/17/2016
Não há recursos para se dar tudo a todos diz novo ministro da ...,http://agenciabrasil.ebc.com.br/geral/noticia/2016-05/nao-ha-recursos-para-se-dar-tudo-todos-diz-novo-ministro-da-saude-sobre-sus,Polêmicas,Ministros & Cargos,17,5,2016,17/05/2016,05/17/2016
MPF reage à intimação de professora estrangeira da UFMG pela ...,http://agenciabrasil.ebc.com.br/geral/noticia/2016-05/mpf-reage-intimacao-de-professora-estrangeira-da-ufmg-pela-policia-federal,Polêmicas,Outros,17,5,2016,17/05/2016,05/17/2016
Temer promete ter mulheres em uma futura reforma ministerial diz ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/temer-promete-ter-mulheres-em-uma-futura-reformulacao-ministerial-diz,Polêmicas,Ministros & Cargos,19,5,2016,19/05/2016,05/19/2016
Cunha diz que não indicou um "alfinete" para o governo de Michel ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/cunha-diz-que-nao-indicou-um-alfinete-para-o-governo-de-michel-temer,Polêmicas,Ministros & Cargos,19,5,2016,19/05/2016,05/19/2016
Oposição entrega a Janot representação contra exoneração do ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/ebc-defende-o-amplo-e-irrestrito-cumprimento-da-lei-que-criou,Polêmicas,Ministros & Cargos,19,5,2016,19/05/2016,05/19/2016
Temer cria cargo de secretário especial da cultura no MEC e amplia ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/temer-corrige-erros-em-mp-que-define-estrutura-do-executivo,polêmicas,Congresso & Base Aliada,20,5,2016,20/05/2016,05/20/2016
Não houve abuso de Temer em doação acima do limite diz Gilmar ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/nao-houve-abuso-de-temer-em-doacao-acima-do-limite-diz-gilmar-mendes,Polêmicas,Temer,20,5,2016,20/05/2016,05/20/2016
PGR pede inclusão de Renan Jucá Raupp e Barbalho em ...,http://agenciabrasil.ebc.com.br/geral/noticia/2016-05/pgr-pede-inclusao-de-renan-juca-raupp-e-barbalho-em-inquerito-sobre-belo-monte,Polêmicas,Ministros & Cargos,20,5,2016,20/05/2016,05/20/2016
Após críticas Temer decide recriar Ministério da Cultura,http://agenciabrasil.ebc.com.br/cultura/noticia/2016-05/temer-volta-atras-e-recria-ministerio-da-cultura,Polêmicas,Ministros & Cargos,21,5,2016,21/05/2016,05/21/2016
Temer diz que Jucá continuará auxiliando governo fora do ministério,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/temer-diz-que-juca-continuara-auxiliando-governo-fora-do-ministerio,Polêmicas,Ministros & Cargos,23,5,2016,23/05/2016,05/23/2016
Publicada medida provisória que recria Ministério da Cultura,http://agenciabrasil.ebc.com.br/geral/noticia/2016-05/publicada-medida-provisoria-que-recria-ministerio-da-cultura,Polêmicas,Ministros & Cargos,23,5,2016,23/05/2016,05/23/2016
Jucá diz que aguarda manifestação de Janot para reassumir ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/juca-diz-que-aguarda-manifestacao-de-janot-para-reassumir-ministerio,Polêmicas,Ministros & Cargos,24,5,2016,24/05/2016,05/24/2016
Senador troca denúncia contra Jucá por representação no ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/senador-troca-denuncia-contra-juca-por-representacao-no-conselho-de-etica,Polêmicas,Congresso & Base Aliada,24,5,2016,24/05/2016,05/24/2016
STF dá cinco dias para Temer se manifestar em ação contra ...,http://agenciabrasil.ebc.com.br/geral/noticia/2016-05/stf-da-cinco-dias-para-temer-se-manifestar-em-acao-contra-nomeacao-de,Polêmicas,Ministros & Cargos,25,5,2016,25/05/2016,05/25/2016
Serra diz que orientou embaixadas a negar “golpe” após ataques ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/serra-diz-que-orientou-embaixadas-negar-golpe-apos-ataques-ao-governo,Polêmicas,Ministros & Cargos,25,5,2016,25/05/2016,05/25/2016
Após divulgação de conversas Renan diz que diálogos não têm a ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/apos-divulgacao-de-conversas-renan-diz-que-dialogos-nao-tem-ver-com-lava,Polêmicas,Ministros & Cargos,25,5,2016,25/05/2016,05/25/2016
Em áudio com Machado Sarney diz que há "ditadura da Justiça",http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/em-audio-com-machado-sarney-diz-que-ha-ditadura-da-justica,Polêmicas,Congresso & Base Aliada,27,5,2016,27/05/2016,05/27/2016
Ministro da Transparência pede demissão do cargo,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/ministro-da-transparencia-pede-demissao-do-cargo,Polêmicas,Ministros & Cargos,30,5,2016,30/05/2016,05/30/2016
PGR nega pedido para suspender nomeações de Temer para ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/pgr-nega-pedido-para-suspender-nomeacoes-de-temer-para-ministerios,Polêmicas,Ministros & Cargos,30,5,2016,30/05/2016,05/30/2016
Renan diz que indicação de nomes "é incompatível entre Poderes",http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/renan-diz-que-indicacao-de-nomes-e-incompativel-entre-poderes,Polêmicas,Ministros & Cargos,30,5,2016,30/05/2016,05/30/2016
Ações de reforma agrária e agricultura familiar vão para a Casa Civil,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/acoes-de-reforma-agraria-e-agricultura-familiar-vao-para-casa-civil,Polêmicas,Ministros & Cargos,30,5,2016,30/05/2016,05/30/2016
Renan defende direito de opinião e nega tentativa de interferir na ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/renan-defende-direito-de-opiniao-e-e-nega-tentativa-de-interferir-na-lava,Polêmicas,Congresso & Base Aliada,31,5,2016,31/05/2016,05/31/2016
Comissão de Ética concede quarentena a mais quatro ex-ministros ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-05/comissao-de-etica-concede-quarentena-mais-quatro-ex-ministros-de-dilma,Polêmicas,Ministros & Cargos,31,5,2016,31/05/2016,05/31/2016
Frente Nacional de Luta no Campo e Cidades pede a Temer ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/movimento-de-luta-no-campo-e-nas-cidades-pede-temer-recriacao-do-mda,Polêmicas,Ministros & Cargos,1,6,2016,01/06/2016,06/01/2016
Dias Toffoli defere pedido de liminar de presidente exonerado da EBC,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/dias-toffoli-defere-pedido-de-liminar-de-presidente-exonerado-da-ebc,Polêmicas,Ministros & Cargos,2,6,2016,02/06/2016,06/02/2016
Após troca de ministro Planalto recebe servidores que pedem volta ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/apos-troca-de-ministro-planalto-recebe-categoria-que-protesta-por-retorno,Polêmicas,Ministros & Cargos,2,6,2016,02/06/2016,06/02/2016
Ministro diz que Dilma passou “cheque sem fundos” no Minha Casa ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/ministro-diz-que-dilma-passou-cheque-sem-fundos-no-minha-casa-minha-vidai,Polêmicas,Ministros & Cargos,2,6,2016,02/06/2016,06/02/2016
Ricardo Melo reassume presidência da EBC,http://agenciabrasil.ebc.com.br/geral/noticia/2016-06/ricardo-melo-reassume-presidencia-da-ebc,Polêmicas,Ministros & Cargos,3,6,2016,03/06/2016,06/03/2016
Planalto recomenda que Dilma use aviões da FAB apenas para ir a ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/planalto-recomenda-que-dilma-use-avioes-da-fab-apenas-para-ir-porto-alegre,Polêmicas,Outros,3,6,2016,03/06/2016,06/03/2016
Governo nega despesa adicional com criação de novos cargos,http://agenciabrasil.ebc.com.br/economia/noticia/2016-06/governo-nega-despesa-adicional-com-criacao-de-novos-cargos,Polêmicas,Ministros & Cargos,3,6,2016,03/06/2016,06/03/2016
Kassab terá que explicar fusão de ministérios em audiência no ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/kassab-tera-que-explicar-fusao-de-ministerios-em-audiencia-no-senado,Polêmicas,Ministros & Cargos,5,6,2016,05/06/2016,06/05/2016
Temer analisa situação de ministro do Turismo até o fim do dia,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/temer-deve-definir-situacao-de-ministro-do-turismo-ate-o-final-do-dia,Polêmicas,Ministros & Cargos,6,6,2016,06/06/2016,06/06/2016
Sem voos da FAB Dilma diz que Planalto será responsável por sua ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/sem-voos-da-fab-dilma-diz-que-planalto-sera-responsavel-por-sua-seguranca,Polêmicas,Outros,7,6,2016,07/06/2016,06/07/2016
Geddel nega constrangimento com pedidos de prisão de Renan ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/geddel-nega-constrangimento-com-pedidos-de-prisao-de-renan-cunha-e-sarney,Polêmicas,Congresso & Base Aliada,7,6,2016,07/06/2016,06/07/2016
Deputado diz que pedido de prisão de Eduardo Cunha significa ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/deputado-diz-que-pedido-de-prisao-de-eduardo-cunha-significa-oxigenacao,Polêmicas,Congresso & Base Aliada,7,6,2016,07/06/2016,06/07/2016
Temer afirma ao STF que tem competência para fazer mudanças no ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/temer-entrega-ao-stf-manifestacao-em-acao-contra-mudancas-na-equipe,Polêmicas,Ministros & Cargos,8,6,2016,08/06/2016,06/08/2016
Aumentos de servidor e do teto do STF são incompatíveis com ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/aumentos-de-servidor-e-do-teto-do-stf-sao-incompativeis-com-deficit-diz,Polêmicas,Congresso & Base Aliada,8,6,2016,08/06/2016,06/08/2016
TSE nega recurso que pedia PMDB como assistente em ações ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/tse-nega-recursos-do-pmdb-que-pedem-cassacao-de-dilma-e-temer,Polêmicas,Congresso & Base Aliada,9,6,2016,09/06/2016,06/09/2016
AGU pede revogação de liminar que garantiu Ricardo Melo na ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/agu-pede-revogacao-de-liminar-que-garantiu-ricardo-melo-na-presidencia-da,Polêmicas,Ministros & Cargos,10,6,2016,10/06/2016,06/10/2016
Pedro Varoni recorre ao STF para voltar ao cargo de diretor-geral ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/pedro-varoni-recorre-ao-stf-para-voltar-ao-cargo-de-diretor-geral-da-ebc,Polêmicas,Ministros & Cargos,13,6,2016,13/06/2016,06/13/2016
Sérgio Machado diz que Temer pediu R$ 15 milhão para ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/sergio-machado-diz-que-temer-pediu-r-15-milhao-para-campanha-de-chalita,Polêmicas,Temer,15,6,2016,15/06/2016,06/15/2016
Ofício da Comissão de Ética da Presidência a Temer critica saída de ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/oficio-da-comissao-de-etica-da-presidencia-temer-critica-saida-de,Polêmicas,Congresso & Base Aliada,15,6,2016,15/06/2016,06/15/2016
Janot afirma que Cunha continua usando mandato em benefício ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/janot-afirma-que-cunha-continua-usando-mandato-em-beneficio-proprio,Polêmicas,Congresso & Base Aliada,15,6,2016,15/06/2016,06/15/2016
Temer diz que acusações de Machado são “mentirosas e criminosas",http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/temer-diz-que-acusacoes-de-machado-sao-mentirosas-e-criminosas,Polêmicas,Temer,16,6,2016,16/06/2016,06/16/2016
Henrique Eduardo Alves é o terceiro ministro de Temer a pedir ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/henrique-eduardo-alves-e-o-terceiro-ministro-de-temer-pedir-demissao,Polêmicas,Ministros & Cargos,16,6,2016,16/06/2016,06/16/2016
Declaração de Janot é criminosa e atesta autoria de vazamento diz ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/declaracao-de-janot-e-criminosa-e-atesta-autoria-de-vazamento-diz-renan,Polêmicas,Congresso & Base Aliada,16,6,2016,16/06/2016,06/16/2016
Kassab diz que governo vai reativar Conselho Nacional de Ciência ...,http://agenciabrasil.ebc.com.br/pesquisa-e-inovacao/noticia/2016-06/kassab-diz-que-governo-vai-reativar-conselho-nacional-de-ciencia,Polêmicas,Ministros & Cargos,16,6,2016,16/06/2016,06/16/2016
Para Barbosa proposta de Temer para limitar gastos confirma ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/para-barbosa-proposta-de-temer-para-limitar-gastos-confirma-inocencia-de,Polêmicas,Temer,17,6,2016,17/06/2016,06/17/2016
Diário Oficial publica exoneração de ministro do Turismo,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/diario-oficial-publica-exoneracao-de-ex-ministro-do-turismo,Polêmicas,Ministros & Cargos,17,6,2016,17/06/2016,06/17/2016
Comissão diz que sem autonomia não há como avaliar conduta de ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/comissao-de-etica-diz-que-sem-autonomia-nao-ha-como-avaliar-conduta-de,Polêmicas,Ministros & Cargos,20,6,2016,20/06/2016,06/20/2016
Eduardo Cunha nega renúncia e a intenção de fazer delação à ...,http://agenciabrasil.ebc.com.br/politica/noticia/2016-06/eduardo-cunha-nega-renuncia-e-intencao-de-fazer-delacao-lava-jato,Polêmicas,Congresso & Base Aliada,21,6,2016,21/06/2016,06/21/2016
