ano	valor	n. de contratos	descrição	finalidade	tipo	date
2014	330822	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	967500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	222088	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	177300	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	886500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	774000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	967500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	78777	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	967500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	886500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	967500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	967500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	70200	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	90000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	796500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	967500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	886500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	967500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	347400	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	272700	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	272700	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	347400	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	272700	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	272700	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	272700	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	272700	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	163620	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	272700	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	109080	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	272700	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	272700	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	347400	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	967500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	354600	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	3120000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	272700	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	477900	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	387000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	886500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	354600	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	967500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	347400	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	562500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	562500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	562500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	562500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	967500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	272700	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	272700	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	272700	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	272700	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	109800	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	272700	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	272700	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	120240	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	272700	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	272700	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	272700	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	967500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	967500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	886500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	967500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	318600	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	796500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	356400	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	886500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	967500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	159300	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	177300	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	796500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	1386000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	796500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	886500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	387000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	477900	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	796500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	193500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	886500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	177300	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	354600	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	967500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	318600	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	967500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	262800	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	114120	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	63389.55	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	82894.03	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	82894.03	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	82894.03	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	123755.91	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	85819.69	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	82894.03	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	73141.79	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	831600	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	1232000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	967500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	886500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	354600	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	796500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	318600	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	272700	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	272700	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	562500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	347400	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	272700	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	272700	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	272700	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	272700	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	272700	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	272700	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	109080	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	1232000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	62400	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	189192	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	62400	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	129642.85	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	60951.49	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	65806.71	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	146283.56	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	65806.71	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	121902.98	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	416000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	352000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	62400	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	918400	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	81900	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	214160	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	97600	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	1333280	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	242400	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	242400	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	145440	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	242400	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	242400	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	225800	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	242400	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	242400	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	180640	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	242400	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	225800	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	242400	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	242400	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	242400	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	242400	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	242400	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	242400	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	225800	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	102400	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	62400	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	80000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	112208	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	788000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	788000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	788000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	860000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	788000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	860000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	788000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	788000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	788000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	788000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	860000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	860000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	860000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	788000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	788000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	860000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	860000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	860000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	788000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	860000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	860000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	860000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	860000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	788000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	860000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	788000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	788000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	860000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	500000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	500000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	500000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	500000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	500000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	500000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	500000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	500000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	500000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	500000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	78400	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	236584	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	23013.6	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	104012.8	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	532708	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	15063.2	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	23832	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	307376.81	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	13970.4	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	10820.8	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	247962.41	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	272037.59	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	556875	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	556875	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	253575	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	360000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	360000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	360000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	360000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	392850	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	392850	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	392850	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	392850	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	392850	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	270000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	270000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	247500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	556875	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	556875	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	556875	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	556875	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	556875	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	556875	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	556875	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	556875	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	556875	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	556875	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	556875	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	556875	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	556875	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	556875	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	556875	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	445500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	1147500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	1147500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	1147500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	1147500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	1147500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	1147500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	1147500	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	253575	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	556875	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	253575	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	253575	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	253575	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	253575	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	253575	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	253575	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	253575	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	253575	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	253575	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	253575	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	253575	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	253575	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	222750	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	556875	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	253575	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	556875	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	556875	1	FINAME	produção / maquinário	financiamento	1/1/2014
2013	360000	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1408500	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	440382.59	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	440382.59	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1296042	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	440382.59	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	648000	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	500830.19	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1237500	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	751245.31	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	751245.31	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1502490.62	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1237500	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1408500	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1058400	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1237500	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1237500	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1237500	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	247500	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1237500	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	270000	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	162000	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	234000	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	234000	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	217125	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	270000	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	198000	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1502490.62	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	787500	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1237500	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	109485	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	365332.5	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	182475	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	182475	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	365332.5	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	294975	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	294975	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	270000	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	270000	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	247500	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	360000	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	392850	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	412155	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	270000	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	216000	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	235980	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	270000	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	898190.56	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	898190.56	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	898190.56	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1077828.62	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	412155	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	270000	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1162075.5	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1408500	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1237500	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1237500	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1237500	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1237500	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	146133	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	365332.5	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	929660.38	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	960750	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	960750	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	182475	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	217125	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	86850	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	643500	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	112500	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	333000	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	239400	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1237500	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1001660.38	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	960750	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	845100	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1394490.62	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1237500	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1237500	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1237500	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1237500	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1237500	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	960750	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	960750	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1237500	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1237500	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	960750	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	538914.31	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	92538	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1252075.5	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1001660.38	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1001660.38	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1001660.38	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1001660.38	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1162075.5	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1162075.5	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1077828.62	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1162075.5	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1394490.62	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	459000	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	243000	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	607500	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	183600	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	384300	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	607500	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	900000	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	900000	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	100170	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	607500	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	720000	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	459000	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	40332.6	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1001660.38	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1162075.5	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	898190.56	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	898190.56	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1077828.62	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1077828.62	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1162075.5	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	670245.31	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1162075.5	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	751245.31	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1162075.5	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	69120	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	367265.47	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	367265.47	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	367265.47	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	333675	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	154494	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	463563	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	792000	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	440718.56	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	367265.47	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	333675	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	333675	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	333675	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	266940	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	333675	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	333675	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	720000	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	431370	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	898190.56	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1252075.5	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1252075.5	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	898190.56	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	898190.56	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	898190.56	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	898190.56	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	898190.56	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	898190.56	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	898190.56	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	898190.56	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1502490.62	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1502490.62	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1001660.38	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	1001660.38	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	670245.31	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	367265.47	1	FINAME	produção / maquinário	financiamento	1/1/2013
2013	367265.47	1	FINAME	produção / maquinário	financiamento	1/1/2013
