ano	valor	n. de contratos	descrição	finalidade	tipo	date
2015	144818.09	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	452454.75	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	362045.25	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	452454.75	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	362045.25	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	452454.75	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	362045.25	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	452454.75	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	362045.25	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	452454.75	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	362045.25	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	482451.75	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	386048.25	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	452454.75	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	362045.25	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	452454.75	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	362045.25	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	482451.75	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	386048.25	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	482451.75	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	386048.25	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	137486.25	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	110013.75	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	137486.25	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	110013.75	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	482451.75	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	386048.25	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	482451.75	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	386048.25	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	482451.75	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	386048.25	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	482451.75	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	386048.25	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	452454.75	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	362045.25	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	482451.75	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	386048.25	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	452454.75	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	362045.25	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	452454.75	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	362045.25	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	482451.75	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	386048.25	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	482451.75	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	386048.25	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	482451.75	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	386048.25	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	482451.75	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	386048.25	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	76492.35	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	61207.65	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	469953	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	376047	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	281971.81	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	225628.2	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	281971.81	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	225628.2	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	437456.25	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	350043.75	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	192980.7	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	154419.3	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	482451.75	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	386048.25	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	482451.75	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	386048.25	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	482451.75	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	386048.25	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	482451.75	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	386048.25	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	469953	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	376047	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	469953	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	376047	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	469953	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	376047	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	469953	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	376047	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	469953	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	376047	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	469953	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	376047	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	469953	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	376047	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	469953	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	376047	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	469953	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	376047	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	469953	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	376047	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	469953	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	376047	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	469953	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	376047	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	437456.25	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	350043.75	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	88741.13	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	71008.87	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	88741.13	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	71008.87	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	437535	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	349965	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	437535	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	349965	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	49910	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	49910	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	49910	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	49910	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	49910	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	49910	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	49910	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	49910	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	49910	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	49910	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	49910	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	49910	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	49910	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	49910	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	49910	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	49910	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	49910	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	49910	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	49910	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	49910	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	49910	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	49910	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	49910	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	49910	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	49910	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	49910	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	49910	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	49910	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	49910	1	FINAME	produção / maquinário	financiamento	1/1/2015
2015	49910	1	FINAME	produção / maquinário	financiamento	1/1/2015
2014	85000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	359555.41	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	1075000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	476000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	93252.59	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	1660000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	303000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	1075000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	1075000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	697000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	702400	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	499100	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	499100	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	303000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	499100	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	303000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	499100	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	1075000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	99820	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	303000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	265164	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	1075000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	504275.25	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	135300	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	386000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	591000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	180830	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	81373.5	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	303000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	303000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	1075000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	985000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	985000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	303000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	175000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	175000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	303000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	303000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	303000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	90415	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	453847.72	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	386000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	303000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	303000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	386000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	386000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	303000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	303000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	303000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	303000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	303000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	242400	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	258495	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	303000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	303000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	1075000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	215000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	1075000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	1075000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	1075000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	985000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	1075000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	1075000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	985000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	1075000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	788000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	985000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	1075000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	1075000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	1075000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	985000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	1075000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	453847.72	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	326070	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	900632	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	1648800	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	1890000	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	119671	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	389243	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	335422	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	199890	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	453847.72	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	447750	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	346143	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	286346	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	385049	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	189588	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	207286	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	135442	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	178235	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	214027	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	60951.49	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	294361	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	286011	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	308524	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	162637	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	315648	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	357966	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	310700	1	FINAME	produção / maquinário	financiamento	1/1/2014
2014	273200	1	FINAME	produção / maquinário	financiamento	1/1/2014
