value,key,date
34155.6,BNDES FINAME,1/1/2010
116666.66,BNDES FINAME,1/1/2010
29166.67,BNDES FINAME,1/1/2010
142104.44,BNDES FINAME,1/1/2010
35526.11,BNDES FINAME,1/1/2010
112165.3,BNDES FINAME,1/1/2010
28041.32,BNDES FINAME,1/1/2010
136622.38,BNDES FINAME,1/1/2010
34155.6,BNDES FINAME,1/1/2010
112165.3,BNDES FINAME,1/1/2010
28041.32,BNDES FINAME,1/1/2010
2560000,BNDES FINAME,1/1/2010
640000,BNDES FINAME,1/1/2010
1884000,BNDES FINAME,1/1/2010
471000,BNDES FINAME,1/1/2010
698000,BNDES FINAME,1/1/2010
174500,BNDES FINAME,1/1/2010
1000000,BNDES FINAME,1/1/2010
250000,BNDES FINAME,1/1/2010
418800,BNDES FINAME,1/1/2010
104700,BNDES FINAME,1/1/2010
758000,BNDES FINAME,1/1/2010
189500,BNDES FINAME,1/1/2010
202800,BNDES FINAME,1/1/2010
811200,BNDES FINAME,1/1/2010
1081600,BNDES FINAME,1/1/2010
270400,BNDES FINAME,1/1/2010
811200,BNDES FINAME,1/1/2010
202800,BNDES FINAME,1/1/2010
1814800,BNDES FINAME,1/1/2010
453700,BNDES FINAME,1/1/2010
1256400,BNDES FINAME,1/1/2010
314100,BNDES FINAME,1/1/2010
758000,BNDES FINAME,1/1/2010
189500,BNDES FINAME,1/1/2010
1400000,BNDES FINAME,1/1/2010
350000,BNDES FINAME,1/1/2010
825560,BNDES FINAME,1/1/2010
825560,BNDES FINAME,1/1/2010
2000000,BNDES FINAME,1/1/2010
500000,BNDES FINAME,1/1/2010
303552,BNDES FINAME,1/1/2010
168256,BNDES FINAME,1/1/2010
1651120,BNDES FINAME,1/1/2010
168640,BNDES FINAME,1/1/2010
168640,BNDES FINAME,1/1/2010
210320,BNDES FINAME,1/1/2010
168640,BNDES FINAME,1/1/2010
210320,BNDES FINAME,1/1/2010
861976.38,BNDES FINAME,1/1/2010
168640,BNDES FINAME,1/1/2010
210320,BNDES FINAME,1/1/2010
210320,BNDES FINAME,1/1/2009
168640,BNDES FINAME,1/1/2009
168640,BNDES FINAME,1/1/2009
210320,BNDES FINAME,1/1/2009
1436627.25,BNDES FINAME,1/1/2009
1436627.25,BNDES FINAME,1/1/2009
32640,BNDES FINAME,1/1/2009
330224,BNDES FINAME,1/1/2009
330224,BNDES FINAME,1/1/2009
718313.62,BNDES FINAME,1/1/2009
560571.44,BNDES FINAME,1/1/2009
863893.06,BNDES FINAME,1/1/2009
719910.88,BNDES FINAME,1/1/2009
560571.44,BNDES FINAME,1/1/2009
1436627.25,BNDES FINAME,1/1/2009
39590.4,BNDES FINAME,1/1/2009
467142.84,BNDES FINAME,1/1/2009
1680000,BNDES FINAME,1/1/2009
504000,BNDES FINAME,1/1/2009
935884.19,BNDES FINAME,1/1/2009
1214571.38,BNDES FINAME,1/1/2009
33728,BNDES FINAME,1/1/2009
84128,BNDES FINAME,1/1/2009
430988.19,BNDES FINAME,1/1/2009
861976.38,BNDES FINAME,1/1/2009
719910.88,BNDES FINAME,1/1/2009
934285.69,BNDES FINAME,1/1/2009
210320,BNDES FINAME,1/1/2009
210320,BNDES FINAME,1/1/2009
210320,BNDES FINAME,1/1/2009
168640,BNDES FINAME,1/1/2009
168640,BNDES FINAME,1/1/2009
359955.44,BNDES FINAME,1/1/2009
126192,BNDES FINAME,1/1/2009
126192,BNDES FINAME,1/1/2009
404736,BNDES FINAME,1/1/2009
67456,BNDES FINAME,1/1/2009
39787640,BNDES FINAME,1/1/2009
1000000,BNDES FINAME,1/1/2009
250000,BNDES FINAME,1/1/2009
330224,BNDES FINAME,1/1/2009
330224,BNDES FINAME,1/1/2009
330224,BNDES FINAME,1/1/2009
1000000,BNDES FINAME,1/1/2009
250000,BNDES FINAME,1/1/2009
200000,BNDES FINAME,1/1/2009
50000,BNDES FINAME,1/1/2009
200000,BNDES FINAME,1/1/2009
50000,BNDES FINAME,1/1/2009
200000,BNDES FINAME,1/1/2009
50000,BNDES FINAME,1/1/2009
126192,BNDES FINAME,1/1/2009
404736,BNDES FINAME,1/1/2009
101184,BNDES FINAME,1/1/2009
714671.88,BNDES FINAME,1/1/2009
42064,BNDES FINAME,1/1/2009
651365.5,BNDES FINAME,1/1/2009
42064,BNDES FINAME,1/1/2009
357335.94,BNDES FINAME,1/1/2009
558313.25,BNDES FINAME,1/1/2009
465261.06,BNDES FINAME,1/1/2009
1072007.88,BNDES FINAME,1/1/2009
293440,BNDES FINAME,1/1/2009
126192,BNDES FINAME,1/1/2009
337280,BNDES FINAME,1/1/2009
146720,BNDES FINAME,1/1/2009
84128,BNDES FINAME,1/1/2009
84128,BNDES FINAME,1/1/2009
4260375,BNDES FINAME,1/1/2009
4539625,BNDES FINAME,1/1/2009
465261.06,BNDES FINAME,1/1/2009
786139.06,BNDES FINAME,1/1/2009
943357.06,BNDES FINAME,1/1/2009
653400,BNDES FINAME,1/1/2009
940333.12,BNDES FINAME,1/1/2009
1680000,BNDES FINAME,1/1/2009
236096,BNDES FINAME,1/1/2009
101184,BNDES FINAME,1/1/2009
84320,BNDES FINAME,1/1/2009
130264.96,BNDES FINAME,1/1/2009
55827.84,BNDES FINAME,1/1/2009
46523.2,BNDES FINAME,1/1/2009
65132.48,BNDES FINAME,1/1/2009
27913.92,BNDES FINAME,1/1/2009
23261.6,BNDES FINAME,1/1/2009
259705.59,BNDES FINAME,1/1/2009
111302.4,BNDES FINAME,1/1/2009
92752,BNDES FINAME,1/1/2009
551320,BNDES FINAME,1/1/2009
236280,BNDES FINAME,1/1/2009
196900,BNDES FINAME,1/1/2009
195397.44,BNDES FINAME,1/1/2009
83741.76,BNDES FINAME,1/1/2009
69784.8,BNDES FINAME,1/1/2009
260529.92,BNDES FINAME,1/1/2009
111655.68,BNDES FINAME,1/1/2009
93046.4,BNDES FINAME,1/1/2009
236096,BNDES FINAME,1/1/2009
101184,BNDES FINAME,1/1/2009
84320,BNDES FINAME,1/1/2009
58889.6,BNDES FINAME,1/1/2009
25238.4,BNDES FINAME,1/1/2009
21032,BNDES FINAME,1/1/2009
672000,BNDES FINAME,1/1/2009
288000,BNDES FINAME,1/1/2009
240000,BNDES FINAME,1/1/2009
58889.6,BNDES FINAME,1/1/2009
25238.4,BNDES FINAME,1/1/2009
21032,BNDES FINAME,1/1/2009
58889.6,BNDES FINAME,1/1/2009
25238.4,BNDES FINAME,1/1/2009
21032,BNDES FINAME,1/1/2009
501200,BNDES FINAME,1/1/2009
214800,BNDES FINAME,1/1/2009
179000,BNDES FINAME,1/1/2009
205408,BNDES FINAME,1/1/2009
88032,BNDES FINAME,1/1/2009
73360,BNDES FINAME,1/1/2009
572208,BNDES FINAME,1/1/2009
245232,BNDES FINAME,1/1/2009
204360,BNDES FINAME,1/1/2009
61622.4,BNDES FINAME,1/1/2009
26409.6,BNDES FINAME,1/1/2009
22008,BNDES FINAME,1/1/2009
58889.6,BNDES FINAME,1/1/2009
25238.4,BNDES FINAME,1/1/2009
21032,BNDES FINAME,1/1/2009
29444.8,BNDES FINAME,1/1/2009
12619.2,BNDES FINAME,1/1/2009
10516,BNDES FINAME,1/1/2009
236096,BNDES FINAME,1/1/2009
101184,BNDES FINAME,1/1/2009
84320,BNDES FINAME,1/1/2009
58889.6,BNDES FINAME,1/1/2009
25238.4,BNDES FINAME,1/1/2009
21032,BNDES FINAME,1/1/2009
236096,BNDES FINAME,1/1/2009
101184,BNDES FINAME,1/1/2009
84320,BNDES FINAME,1/1/2009
118048,BNDES FINAME,1/1/2009
50592,BNDES FINAME,1/1/2009
42160,BNDES FINAME,1/1/2009
501200,BNDES FINAME,1/1/2009
214800,BNDES FINAME,1/1/2009
179000,BNDES FINAME,1/1/2009
501200,BNDES FINAME,1/1/2009
214800,BNDES FINAME,1/1/2009
179000,BNDES FINAME,1/1/2009
130264.96,BNDES FINAME,1/1/2009
55827.84,BNDES FINAME,1/1/2009
46523.2,BNDES FINAME,1/1/2009
508200,BNDES FINAME,1/1/2009
130264.96,BNDES FINAME,1/1/2009
55827.84,BNDES FINAME,1/1/2009
46523.2,BNDES FINAME,1/1/2009
501200,BNDES FINAME,1/1/2009
214800,BNDES FINAME,1/1/2009
179000,BNDES FINAME,1/1/2009
250600,BNDES FINAME,1/1/2009
107400,BNDES FINAME,1/1/2009
89500,BNDES FINAME,1/1/2009
500018.41,BNDES FINAME,1/1/2009
214293.59,BNDES FINAME,1/1/2009
178578,BNDES FINAME,1/1/2009
500018.41,BNDES FINAME,1/1/2009
214293.59,BNDES FINAME,1/1/2009
178578,BNDES FINAME,1/1/2009
500018.41,BNDES FINAME,1/1/2009
214293.59,BNDES FINAME,1/1/2009
178578,BNDES FINAME,1/1/2009
732260,BNDES FINAME,1/1/2009
1177542.62,BNDES FINAME,1/1/2009
689700,BNDES FINAME,1/1/2009
382800,BNDES FINAME,1/1/2008
255200,BNDES FINAME,1/1/2008
255200,BNDES FINAME,1/1/2008
255200,BNDES FINAME,1/1/2008
255200,BNDES FINAME,1/1/2008
255200,BNDES FINAME,1/1/2008
255200,BNDES FINAME,1/1/2008
255200,BNDES FINAME,1/1/2008
255200,BNDES FINAME,1/1/2008
255200,BNDES FINAME,1/1/2008
255200,BNDES FINAME,1/1/2008
255200,BNDES FINAME,1/1/2008
255200,BNDES FINAME,1/1/2008
464000,BNDES FINAME,1/1/2008
300299.41,BNDES FINAME,1/1/2008
319000,BNDES FINAME,1/1/2008
319000,BNDES FINAME,1/1/2008
319000,BNDES FINAME,1/1/2008
319000,BNDES FINAME,1/1/2008
319000,BNDES FINAME,1/1/2008
319000,BNDES FINAME,1/1/2008
319000,BNDES FINAME,1/1/2008
319000,BNDES FINAME,1/1/2008
319000,BNDES FINAME,1/1/2008
319000,BNDES FINAME,1/1/2008
319000,BNDES FINAME,1/1/2008
319000,BNDES FINAME,1/1/2008
319000,BNDES FINAME,1/1/2008
478500,BNDES FINAME,1/1/2008
319000,BNDES FINAME,1/1/2008
478500,BNDES FINAME,1/1/2008
478500,BNDES FINAME,1/1/2008
478500,BNDES FINAME,1/1/2008
478500,BNDES FINAME,1/1/2008
478500,BNDES FINAME,1/1/2008
478500,BNDES FINAME,1/1/2008
319000,BNDES FINAME,1/1/2008
159500,BNDES FINAME,1/1/2008
478500,BNDES FINAME,1/1/2008
39650,BNDES FINAME,1/1/2008
45750,BNDES FINAME,1/1/2008
478500,BNDES FINAME,1/1/2008
383625,BNDES FINAME,1/1/2008
61000,BNDES FINAME,1/1/2008
319000,BNDES FINAME,1/1/2008
319000,BNDES FINAME,1/1/2008
319000,BNDES FINAME,1/1/2008
319000,BNDES FINAME,1/1/2008
319000,BNDES FINAME,1/1/2008
319000,BNDES FINAME,1/1/2008
319000,BNDES FINAME,1/1/2008
464000,BNDES FINAME,1/1/2008
319000,BNDES FINAME,1/1/2008
319000,BNDES FINAME,1/1/2008
319000,BNDES FINAME,1/1/2008
319000,BNDES FINAME,1/1/2008
319000,BNDES FINAME,1/1/2008
319000,BNDES FINAME,1/1/2008
319000,BNDES FINAME,1/1/2008
319000,BNDES FINAME,1/1/2008
319000,BNDES FINAME,1/1/2008
319000,BNDES FINAME,1/1/2008
319000,BNDES FINAME,1/1/2008
319000,BNDES FINAME,1/1/2008
319000,BNDES FINAME,1/1/2008
54900,BNDES FINAME,1/1/2008
54900,BNDES FINAME,1/1/2008
54900,BNDES FINAME,1/1/2008
54900,BNDES FINAME,1/1/2008
383625,BNDES FINAME,1/1/2008
383625,BNDES FINAME,1/1/2008
383625,BNDES FINAME,1/1/2008
383625,BNDES FINAME,1/1/2008
383625,BNDES FINAME,1/1/2008
255750,BNDES FINAME,1/1/2008
383625,BNDES FINAME,1/1/2008
383625,BNDES FINAME,1/1/2008
478500,BNDES FINAME,1/1/2008
478500,BNDES FINAME,1/1/2008
319000,BNDES FINAME,1/1/2008
478500,BNDES FINAME,1/1/2008
478500,BNDES FINAME,1/1/2008
478500,BNDES FINAME,1/1/2008
319000,BNDES FINAME,1/1/2008
319000,BNDES FINAME,1/1/2008
319000,BNDES FINAME,1/1/2008
478500,BNDES FINAME,1/1/2008
478500,BNDES FINAME,1/1/2008
478500,BNDES FINAME,1/1/2008
383625,BNDES FINAME,1/1/2008
383625,BNDES FINAME,1/1/2008
159500,BNDES FINAME,1/1/2008
478500,BNDES FINAME,1/1/2008
478500,BNDES FINAME,1/1/2008
478500,BNDES FINAME,1/1/2008
478500,BNDES FINAME,1/1/2008
1726465.5,BNDES FINAME,1/1/2008
378000,BNDES FINAME,1/1/2008
478500,BNDES FINAME,1/1/2008
478500,BNDES FINAME,1/1/2008
478500,BNDES FINAME,1/1/2008
478500,BNDES FINAME,1/1/2008
478500,BNDES FINAME,1/1/2008
2950692.5,BNDES FINAME,1/1/2008
3883873.5,BNDES FINAME,1/1/2008
1898100,BNDES FINAME,1/1/2008
467825.41,BNDES FINAME,1/1/2008
467817.31,BNDES FINAME,1/1/2008
469224,BNDES FINAME,1/1/2008
2782490.5,BNDES FINAME,1/1/2008
415640,BNDES FINAME,1/1/2008
415640,BNDES FINAME,1/1/2008
415640,BNDES FINAME,1/1/2008
415640,BNDES FINAME,1/1/2008
415640,BNDES FINAME,1/1/2008
415640,BNDES FINAME,1/1/2008
415640,BNDES FINAME,1/1/2008
415640,BNDES FINAME,1/1/2008
415640,BNDES FINAME,1/1/2008
415640,BNDES FINAME,1/1/2008
207820,BNDES FINAME,1/1/2008
478500,BNDES FINAME,1/1/2008
884358,BNDES FINAME,1/1/2008
478500,BNDES FINAME,1/1/2008
319000,BNDES FINAME,1/1/2008
1070840,BNDES FINAME,1/1/2008
724500,BNDES FINAME,1/1/2008
478500,BNDES FINAME,1/1/2008
478500,BNDES FINAME,1/1/2008
585468,BNDES FINAME,1/1/2008
2591719.25,BNDES FINAME,1/1/2008
478500,BNDES FINAME,1/1/2008
319000,BNDES FINAME,1/1/2008
1274823,BNDES FINAME,1/1/2008
541685.69,BNDES FINAME,1/1/2008
58500,BNDES FINAME,1/1/2007
2715642,BNDES FINAME,1/1/2007
2235177,BNDES FINAME,1/1/2007
155000,BNDES FINAME,1/1/2007
1729809,BNDES FINAME,1/1/2007
147000,BNDES FINAME,1/1/2007
6687000,BNDES FINAME,1/1/2007
1170000,BNDES FINAME,1/1/2007
465000,BNDES FINAME,1/1/2007
963000,BNDES FINAME,1/1/2007
597042,BNDES FINAME,1/1/2007
285000,BNDES FINAME,1/1/2007
2160000,BNDES FINAME,1/1/2007
626596,BNDES FINAME,1/1/2007
359971.19,BNDES FINAME,1/1/2007
359971.19,BNDES FINAME,1/1/2007
2493748.75,BNDES FINAME,1/1/2007
1572783.25,BNDES FINAME,1/1/2007
1975010.38,BNDES FINAME,1/1/2007
3753000,BNDES FINAME,1/1/2007
585000,BNDES FINAME,1/1/2007
1158093,BNDES FINAME,1/1/2007
2250000,BNDES FINAME,1/1/2007
9308014,BNDES FINAME,1/1/2007
4256685,BNDES FINAME,1/1/2007
4197649.5,BNDES FINAME,1/1/2007
1035000,BNDES FINAME,1/1/2007
4000324.5,BNDES FINAME,1/1/2007
1314000,BNDES FINAME,1/1/2007
597042.06,BNDES FINAME,1/1/2007
469560.59,BNDES FINAME,1/1/2007
313040.41,BNDES FINAME,1/1/2007
4946725,BNDES FINAME,1/1/2007
2091336.25,BNDES FINAME,1/1/2007
435000,BNDES FINAME,1/1/2007
111000,BNDES FINAME,1/1/2007
147000,BNDES FINAME,1/1/2007
145000,BNDES FINAME,1/1/2007
435000,BNDES FINAME,1/1/2007
435000,BNDES FINAME,1/1/2007
1741736.75,BNDES FINAME,1/1/2007
477849,BNDES FINAME,1/1/2007
395549.97,BNDES FINAME,1/1/2007
498100,BNDES FINAME,1/1/2007
498100,BNDES FINAME,1/1/2007
498100,BNDES FINAME,1/1/2007
498100,BNDES FINAME,1/1/2007
498100,BNDES FINAME,1/1/2007
249050,BNDES FINAME,1/1/2007
4893635,BNDES FINAME,1/1/2007
395549.97,BNDES FINAME,1/1/2006
435000,BNDES FINAME,1/1/2006
435000,BNDES FINAME,1/1/2006
435000,BNDES FINAME,1/1/2006
435000,BNDES FINAME,1/1/2006
435000,BNDES FINAME,1/1/2006
8567386,BNDES FINAME,1/1/2006
4525004,BNDES FINAME,1/1/2006
435000,BNDES FINAME,1/1/2006
435000,BNDES FINAME,1/1/2006
435000,BNDES FINAME,1/1/2006
435000,BNDES FINAME,1/1/2006
435000,BNDES FINAME,1/1/2006
435000,BNDES FINAME,1/1/2006
435000,BNDES FINAME,1/1/2006
290000,BNDES FINAME,1/1/2006
435000,BNDES FINAME,1/1/2006
435000,BNDES FINAME,1/1/2006
435000,BNDES FINAME,1/1/2006
435000,BNDES FINAME,1/1/2006
435000,BNDES FINAME,1/1/2006
435000,BNDES FINAME,1/1/2006
435000,BNDES FINAME,1/1/2006
435000,BNDES FINAME,1/1/2006
435000,BNDES FINAME,1/1/2006
435000,BNDES FINAME,1/1/2006
435000,BNDES FINAME,1/1/2006
435000,BNDES FINAME,1/1/2006
435000,BNDES FINAME,1/1/2006
435000,BNDES FINAME,1/1/2006
395549.97,BNDES FINAME,1/1/2006
3787677.25,BNDES FINAME,1/1/2006
178400,BNDES FINAME,1/1/2006
669600,BNDES FINAME,1/1/2006
669600,BNDES FINAME,1/1/2006
669600,BNDES FINAME,1/1/2006
294000,BNDES FINAME,1/1/2006
380849.84,BNDES FINAME,1/1/2006
223200,BNDES FINAME,1/1/2006
294000,BNDES FINAME,1/1/2006
294000,BNDES FINAME,1/1/2006
669600,BNDES FINAME,1/1/2006
450000,BNDES FINAME,1/1/2006
562500,BNDES FINAME,1/1/2006
337500,BNDES FINAME,1/1/2006
562500,BNDES FINAME,1/1/2006
562500,BNDES FINAME,1/1/2006
450000,BNDES FINAME,1/1/2006
562500,BNDES FINAME,1/1/2006
562500,BNDES FINAME,1/1/2006
562500,BNDES FINAME,1/1/2006
112500,BNDES FINAME,1/1/2006
337500,BNDES FINAME,1/1/2006
562500,BNDES FINAME,1/1/2006
562500,BNDES FINAME,1/1/2006
562500,BNDES FINAME,1/1/2006
562500,BNDES FINAME,1/1/2006
112500,BNDES FINAME,1/1/2006
288648,BNDES FINAME,1/1/2006
3290980.5,BNDES FINAME,1/1/2006
321600,BNDES FINAME,1/1/2005
3149333.75,BNDES FINAME,1/1/2005
244800,BNDES FINAME,1/1/2005
61600,BNDES FINAME,1/1/2005
383600,BNDES FINAME,1/1/2005
383600,BNDES FINAME,1/1/2005
767200,BNDES FINAME,1/1/2005
767200,BNDES FINAME,1/1/2005
488000,BNDES FINAME,1/1/2005
488000,BNDES FINAME,1/1/2005
488000,BNDES FINAME,1/1/2005
488000,BNDES FINAME,1/1/2005
488000,BNDES FINAME,1/1/2005
910400,BNDES FINAME,1/1/2005
488000,BNDES FINAME,1/1/2005
488000,BNDES FINAME,1/1/2005
383600,BNDES FINAME,1/1/2005
488000,BNDES FINAME,1/1/2005
383600,BNDES FINAME,1/1/2005
488000,BNDES FINAME,1/1/2005
488000,BNDES FINAME,1/1/2005
488000,BNDES FINAME,1/1/2005
488000,BNDES FINAME,1/1/2005
383600,BNDES FINAME,1/1/2005
383600,BNDES FINAME,1/1/2005
455200,BNDES FINAME,1/1/2005
976000,BNDES FINAME,1/1/2005
976000,BNDES FINAME,1/1/2005
1000000,BNDES FINAME,1/1/2005
129980.16,BNDES FINAME,1/1/2005
782400,BNDES FINAME,1/1/2005
488000,BNDES FINAME,1/1/2005
488000,BNDES FINAME,1/1/2005
488000,BNDES FINAME,1/1/2005
488000,BNDES FINAME,1/1/2005
946087.5,BNDES FINAME,1/1/2005
60982,BNDES FINAME,1/1/2005
430800,BNDES FINAME,1/1/2005
609820,BNDES FINAME,1/1/2004
609820,BNDES FINAME,1/1/2004
304910,BNDES FINAME,1/1/2004
840000,BNDES FINAME,1/1/2004
300480,BNDES FINAME,1/1/2004
609820,BNDES FINAME,1/1/2004
420000,BNDES FINAME,1/1/2004
840000,BNDES FINAME,1/1/2004
304910,BNDES FINAME,1/1/2004
48000,BNDES FINAME,1/1/2004
609820,BNDES FINAME,1/1/2004
169600,BNDES FINAME,1/1/2004
504000,BNDES FINAME,1/1/2004
259036.42,BNDES FINAME,1/1/2004
58458.55,BNDES FINAME,1/1/2004
756000,BNDES FINAME,1/1/2004
84000,BNDES FINAME,1/1/2004
756000,BNDES FINAME,1/1/2004
2400000,BNDES FINAME,1/1/2004
504000,BNDES FINAME,1/1/2004
678400,BNDES FINAME,1/1/2004
548838,BNDES FINAME,1/1/2004
426874,BNDES FINAME,1/1/2004
597520,BNDES FINAME,1/1/2004
487856,BNDES FINAME,1/1/2004
84000,BNDES FINAME,1/1/2004
763200,BNDES FINAME,1/1/2004
756000,BNDES FINAME,1/1/2004
756000,BNDES FINAME,1/1/2004
756000,BNDES FINAME,1/1/2004
609820,BNDES FINAME,1/1/2004
163028,BNDES FINAME,1/1/2004
244542,BNDES FINAME,1/1/2004
84800,BNDES FINAME,1/1/2004
81514,BNDES FINAME,1/1/2004
424000,BNDES FINAME,1/1/2004
159173.31,BNDES FINAME,1/1/2004
114054.4,BNDES FINAME,1/1/2004
301409.62,BNDES FINAME,1/1/2004
1201920,BNDES FINAME,1/1/2004
508800,BNDES FINAME,1/1/2004
588000,BNDES FINAME,1/1/2004
914730,BNDES FINAME,1/1/2004
756000,BNDES FINAME,1/1/2004
763200,BNDES FINAME,1/1/2004
153600.02,BNDES FINAME,1/1/2004
479400,BNDES FINAME,1/1/2004
679050.94,BNDES FINAME,1/1/2004
596624.5,BNDES FINAME,1/1/2004
64536,BNDES FINAME,1/1/2004
643200,BNDES FINAME,1/1/2004
1388000,BNDES FINAME,1/1/2004
733626,BNDES FINAME,1/1/2004
580920,BNDES FINAME,1/1/2004
580920,BNDES FINAME,1/1/2004
580920,BNDES FINAME,1/1/2004
90300,BNDES FINAME,1/1/2004
481660.75,BNDES FINAME,1/1/2004
722491.12,BNDES FINAME,1/1/2004
64000.79,BNDES FINAME,1/1/2004
122400,BNDES FINAME,1/1/2004
401383.91,BNDES FINAME,1/1/2004
580920,BNDES FINAME,1/1/2004
70020,BNDES FINAME,1/1/2004
802767.81,BNDES FINAME,1/1/2003
137627.94,BNDES FINAME,1/1/2003
1120051.25,BNDES FINAME,1/1/2003
233200,BNDES FINAME,1/1/2003
82399.99,BNDES FINAME,1/1/2003
399000,BNDES FINAME,1/1/2003
560000,BNDES FINAME,1/1/2003
6798609,BNDES FINAME,1/1/2003
580920,BNDES FINAME,1/1/2003
802767.94,BNDES FINAME,1/1/2003
802767.81,BNDES FINAME,1/1/2003
95200.3,BNDES FINAME,1/1/2003
63000,BNDES FINAME,1/1/2003
401383.97,BNDES FINAME,1/1/2003
802767.94,BNDES FINAME,1/1/2003
303600,BNDES FINAME,1/1/2003
151800,BNDES FINAME,1/1/2003
693000,BNDES FINAME,1/1/2003
295457.41,BNDES FINAME,1/1/2003
180600,BNDES FINAME,1/1/2003
208542.59,BNDES FINAME,1/1/2003
225000,BNDES FINAME,1/1/2003
44520,BNDES FINAME,1/1/2002
