value,key,date
1408500,BNDES FINAME,1/1/2013
1058400,BNDES FINAME,1/1/2013
1237500,BNDES FINAME,1/1/2013
1237500,BNDES FINAME,1/1/2013
1237500,BNDES FINAME,1/1/2013
247500,BNDES FINAME,1/1/2013
1237500,BNDES FINAME,1/1/2013
270000,BNDES FINAME,1/1/2013
162000,BNDES FINAME,1/1/2013
234000,BNDES FINAME,1/1/2013
234000,BNDES FINAME,1/1/2013
217125,BNDES FINAME,1/1/2013
270000,BNDES FINAME,1/1/2013
198000,BNDES FINAME,1/1/2013
1502490.62,BNDES FINAME,1/1/2013
787500,BNDES FINAME,1/1/2013
1237500,BNDES FINAME,1/1/2013
109485,BNDES FINAME,1/1/2013
365332.5,BNDES FINAME,1/1/2013
182475,BNDES FINAME,1/1/2013
182475,BNDES FINAME,1/1/2013
365332.5,BNDES FINAME,1/1/2013
294975,BNDES FINAME,1/1/2013
294975,BNDES FINAME,1/1/2013
270000,BNDES FINAME,1/1/2013
270000,BNDES FINAME,1/1/2013
247500,BNDES FINAME,1/1/2013
360000,BNDES FINAME,1/1/2013
392850,BNDES FINAME,1/1/2013
412155,BNDES FINAME,1/1/2013
270000,BNDES FINAME,1/1/2013
216000,BNDES FINAME,1/1/2013
235980,BNDES FINAME,1/1/2013
270000,BNDES FINAME,1/1/2013
898190.56,BNDES FINAME,1/1/2013
898190.56,BNDES FINAME,1/1/2013
898190.56,BNDES FINAME,1/1/2013
1077828.62,BNDES FINAME,1/1/2013
412155,BNDES FINAME,1/1/2013
270000,BNDES FINAME,1/1/2013
1162075.5,BNDES FINAME,1/1/2013
1408500,BNDES FINAME,1/1/2013
1237500,BNDES FINAME,1/1/2013
1237500,BNDES FINAME,1/1/2013
1237500,BNDES FINAME,1/1/2013
1237500,BNDES FINAME,1/1/2013
146133,BNDES FINAME,1/1/2013
365332.5,BNDES FINAME,1/1/2013
929660.38,BNDES FINAME,1/1/2013
960750,BNDES FINAME,1/1/2013
960750,BNDES FINAME,1/1/2013
182475,BNDES FINAME,1/1/2013
217125,BNDES FINAME,1/1/2013
86850,BNDES FINAME,1/1/2013
643500,BNDES FINAME,1/1/2013
112500,BNDES FINAME,1/1/2013
333000,BNDES FINAME,1/1/2013
239400,BNDES FINAME,1/1/2013
1237500,BNDES FINAME,1/1/2013
1001660.38,BNDES FINAME,1/1/2013
960750,BNDES FINAME,1/1/2013
845100,BNDES FINAME,1/1/2013
1394490.62,BNDES FINAME,1/1/2013
1237500,BNDES FINAME,1/1/2013
1237500,BNDES FINAME,1/1/2013
1237500,BNDES FINAME,1/1/2013
1237500,BNDES FINAME,1/1/2013
1237500,BNDES FINAME,1/1/2013
960750,BNDES FINAME,1/1/2013
960750,BNDES FINAME,1/1/2013
1237500,BNDES FINAME,1/1/2013
1237500,BNDES FINAME,1/1/2013
960750,BNDES FINAME,1/1/2013
538914.31,BNDES FINAME,1/1/2013
92538,BNDES FINAME,1/1/2013
1252075.5,BNDES FINAME,1/1/2013
1001660.38,BNDES FINAME,1/1/2013
1001660.38,BNDES FINAME,1/1/2013
1001660.38,BNDES FINAME,1/1/2013
1001660.38,BNDES FINAME,1/1/2013
1162075.5,BNDES FINAME,1/1/2013
1162075.5,BNDES FINAME,1/1/2013
1077828.62,BNDES FINAME,1/1/2013
1162075.5,BNDES FINAME,1/1/2013
1394490.62,BNDES FINAME,1/1/2013
459000,BNDES FINAME,1/1/2013
243000,BNDES FINAME,1/1/2013
607500,BNDES FINAME,1/1/2013
183600,BNDES FINAME,1/1/2013
384300,BNDES FINAME,1/1/2013
607500,BNDES FINAME,1/1/2013
900000,BNDES FINAME,1/1/2013
900000,BNDES FINAME,1/1/2013
100170,BNDES FINAME,1/1/2013
607500,BNDES FINAME,1/1/2013
720000,BNDES FINAME,1/1/2013
459000,BNDES FINAME,1/1/2013
40332.6,BNDES FINAME,1/1/2013
1001660.38,BNDES FINAME,1/1/2013
1162075.5,BNDES FINAME,1/1/2013
898190.56,BNDES FINAME,1/1/2013
898190.56,BNDES FINAME,1/1/2013
1077828.62,BNDES FINAME,1/1/2013
1077828.62,BNDES FINAME,1/1/2013
1162075.5,BNDES FINAME,1/1/2013
670245.31,BNDES FINAME,1/1/2013
1162075.5,BNDES FINAME,1/1/2013
751245.31,BNDES FINAME,1/1/2013
1162075.5,BNDES FINAME,1/1/2013
69120,BNDES FINAME,1/1/2013
367265.47,BNDES FINAME,1/1/2013
367265.47,BNDES FINAME,1/1/2013
367265.47,BNDES FINAME,1/1/2013
333675,BNDES FINAME,1/1/2013
154494,BNDES FINAME,1/1/2013
463563,BNDES FINAME,1/1/2013
792000,BNDES FINAME,1/1/2013
440718.56,BNDES FINAME,1/1/2013
367265.47,BNDES FINAME,1/1/2013
333675,BNDES FINAME,1/1/2013
333675,BNDES FINAME,1/1/2013
333675,BNDES FINAME,1/1/2013
266940,BNDES FINAME,1/1/2013
333675,BNDES FINAME,1/1/2013
333675,BNDES FINAME,1/1/2013
720000,BNDES FINAME,1/1/2013
431370,BNDES FINAME,1/1/2013
898190.56,BNDES FINAME,1/1/2013
1252075.5,BNDES FINAME,1/1/2013
1252075.5,BNDES FINAME,1/1/2013
898190.56,BNDES FINAME,1/1/2013
898190.56,BNDES FINAME,1/1/2013
898190.56,BNDES FINAME,1/1/2013
898190.56,BNDES FINAME,1/1/2013
898190.56,BNDES FINAME,1/1/2013
898190.56,BNDES FINAME,1/1/2013
898190.56,BNDES FINAME,1/1/2013
898190.56,BNDES FINAME,1/1/2013
1502490.62,BNDES FINAME,1/1/2013
1502490.62,BNDES FINAME,1/1/2013
1001660.38,BNDES FINAME,1/1/2013
1001660.38,BNDES FINAME,1/1/2013
670245.31,BNDES FINAME,1/1/2013
367265.47,BNDES FINAME,1/1/2013
367265.47,BNDES FINAME,1/1/2013
367265.47,BNDES FINAME,1/1/2013
367265.47,BNDES FINAME,1/1/2013
1077828.62,BNDES FINAME,1/1/2013
367265.47,BNDES FINAME,1/1/2013
517500,BNDES FINAME,1/1/2013
517500,BNDES FINAME,1/1/2013
517500,BNDES FINAME,1/1/2013
517500,BNDES FINAME,1/1/2013
401652.91,BNDES FINAME,1/1/2013
166500,BNDES FINAME,1/1/2013
166500,BNDES FINAME,1/1/2013
488700,BNDES FINAME,1/1/2013
488700,BNDES FINAME,1/1/2013
814500,BNDES FINAME,1/1/2013
814500,BNDES FINAME,1/1/2013
814500,BNDES FINAME,1/1/2013
814500,BNDES FINAME,1/1/2013
814500,BNDES FINAME,1/1/2013
814500,BNDES FINAME,1/1/2013
814500,BNDES FINAME,1/1/2013
814500,BNDES FINAME,1/1/2013
814500,BNDES FINAME,1/1/2013
814500,BNDES FINAME,1/1/2013
814500,BNDES FINAME,1/1/2013
814500,BNDES FINAME,1/1/2013
814500,BNDES FINAME,1/1/2013
814500,BNDES FINAME,1/1/2013
814500,BNDES FINAME,1/1/2013
814500,BNDES FINAME,1/1/2013
414000,BNDES FINAME,1/1/2013
517500,BNDES FINAME,1/1/2013
517500,BNDES FINAME,1/1/2013
144000,BNDES FINAME,1/1/2013
517500,BNDES FINAME,1/1/2013
517500,BNDES FINAME,1/1/2013
517500,BNDES FINAME,1/1/2013
414000,BNDES FINAME,1/1/2013
414000,BNDES FINAME,1/1/2013
414000,BNDES FINAME,1/1/2013
414000,BNDES FINAME,1/1/2013
414000,BNDES FINAME,1/1/2013
414000,BNDES FINAME,1/1/2013
414000,BNDES FINAME,1/1/2013
414000,BNDES FINAME,1/1/2013
414000,BNDES FINAME,1/1/2013
414000,BNDES FINAME,1/1/2013
517500,BNDES FINAME,1/1/2013
517500,BNDES FINAME,1/1/2013
517500,BNDES FINAME,1/1/2013
517500,BNDES FINAME,1/1/2013
517500,BNDES FINAME,1/1/2013
517500,BNDES FINAME,1/1/2013
517500,BNDES FINAME,1/1/2013
517500,BNDES FINAME,1/1/2013
517500,BNDES FINAME,1/1/2013
811575,BNDES FINAME,1/1/2013
811575,BNDES FINAME,1/1/2013
811575,BNDES FINAME,1/1/2013
249300,BNDES FINAME,1/1/2012
811575,BNDES FINAME,1/1/2012
737999.12,BNDES FINAME,1/1/2012
811575,BNDES FINAME,1/1/2012
811575,BNDES FINAME,1/1/2012
811575,BNDES FINAME,1/1/2012
159570,BNDES FINAME,1/1/2012
159570,BNDES FINAME,1/1/2012
115200,BNDES FINAME,1/1/2012
174193.55,BNDES FINAME,1/1/2012
1209600,BNDES FINAME,1/1/2012
121950,BNDES FINAME,1/1/2012
1260000,BNDES FINAME,1/1/2012
1260000,BNDES FINAME,1/1/2012
1260000,BNDES FINAME,1/1/2012
1260000,BNDES FINAME,1/1/2012
1260000,BNDES FINAME,1/1/2012
1260000,BNDES FINAME,1/1/2012
1260000,BNDES FINAME,1/1/2012
1260000,BNDES FINAME,1/1/2012
144000,BNDES FINAME,1/1/2012
144000,BNDES FINAME,1/1/2012
648000,BNDES FINAME,1/1/2012
174193.55,BNDES FINAME,1/1/2012
261000,BNDES FINAME,1/1/2012
737999.12,BNDES FINAME,1/1/2012
648000,BNDES FINAME,1/1/2012
171000,BNDES FINAME,1/1/2012
811575,BNDES FINAME,1/1/2012
811575,BNDES FINAME,1/1/2012
811575,BNDES FINAME,1/1/2012
811575,BNDES FINAME,1/1/2012
811575,BNDES FINAME,1/1/2012
811575,BNDES FINAME,1/1/2012
599400,BNDES FINAME,1/1/2012
811575,BNDES FINAME,1/1/2012
811575,BNDES FINAME,1/1/2012
811575,BNDES FINAME,1/1/2012
811575,BNDES FINAME,1/1/2012
811575,BNDES FINAME,1/1/2012
811575,BNDES FINAME,1/1/2012
811575,BNDES FINAME,1/1/2012
288000,BNDES FINAME,1/1/2012
1260000,BNDES FINAME,1/1/2012
1260000,BNDES FINAME,1/1/2012
1260000,BNDES FINAME,1/1/2012
1260000,BNDES FINAME,1/1/2012
1260000,BNDES FINAME,1/1/2012
1260000,BNDES FINAME,1/1/2012
1260000,BNDES FINAME,1/1/2012
1260000,BNDES FINAME,1/1/2012
1260000,BNDES FINAME,1/1/2012
1260000,BNDES FINAME,1/1/2012
1260000,BNDES FINAME,1/1/2012
1260000,BNDES FINAME,1/1/2012
576000,BNDES FINAME,1/1/2012
264600,BNDES FINAME,1/1/2012
180000,BNDES FINAME,1/1/2012
180000,BNDES FINAME,1/1/2012
288000,BNDES FINAME,1/1/2012
459000,BNDES FINAME,1/1/2012
459000,BNDES FINAME,1/1/2012
459000,BNDES FINAME,1/1/2012
459000,BNDES FINAME,1/1/2012
89100,BNDES FINAME,1/1/2012
76500,BNDES FINAME,1/1/2012
459000,BNDES FINAME,1/1/2012
459000,BNDES FINAME,1/1/2012
459000,BNDES FINAME,1/1/2012
459000,BNDES FINAME,1/1/2012
348387.09,BNDES FINAME,1/1/2012
279420.22,BNDES FINAME,1/1/2012
119750.79,BNDES FINAME,1/1/2012
114053.99,BNDES FINAME,1/1/2012
279420.22,BNDES FINAME,1/1/2012
119750.79,BNDES FINAME,1/1/2012
114053.99,BNDES FINAME,1/1/2012
279420.22,BNDES FINAME,1/1/2012
119750.79,BNDES FINAME,1/1/2012
114053.99,BNDES FINAME,1/1/2012
223536.19,BNDES FINAME,1/1/2012
95800.63,BNDES FINAME,1/1/2012
91243.19,BNDES FINAME,1/1/2012
55884.04,BNDES FINAME,1/1/2012
23950.16,BNDES FINAME,1/1/2012
22810.8,BNDES FINAME,1/1/2012
180000,BNDES FINAME,1/1/2012
279420.22,BNDES FINAME,1/1/2012
119750.79,BNDES FINAME,1/1/2012
114053.99,BNDES FINAME,1/1/2012
585000,BNDES FINAME,1/1/2012
144000,BNDES FINAME,1/1/2012
360000,BNDES FINAME,1/1/2012
174193.55,BNDES FINAME,1/1/2012
174193.55,BNDES FINAME,1/1/2012
279420.22,BNDES FINAME,1/1/2012
119750.79,BNDES FINAME,1/1/2012
114053.99,BNDES FINAME,1/1/2012
279420.22,BNDES FINAME,1/1/2012
119750.79,BNDES FINAME,1/1/2012
114053.99,BNDES FINAME,1/1/2012
55884.04,BNDES FINAME,1/1/2012
23950.16,BNDES FINAME,1/1/2012
22810.8,BNDES FINAME,1/1/2012
55884.04,BNDES FINAME,1/1/2012
23950.16,BNDES FINAME,1/1/2012
22810.8,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
254601.92,BNDES FINAME,1/1/2012
109114.44,BNDES FINAME,1/1/2012
103923.64,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
37799.46,BNDES FINAME,1/1/2012
36001.26,BNDES FINAME,1/1/2012
254601.92,BNDES FINAME,1/1/2012
109114.44,BNDES FINAME,1/1/2012
103923.64,BNDES FINAME,1/1/2012
169734.61,BNDES FINAME,1/1/2012
72742.96,BNDES FINAME,1/1/2012
69282.43,BNDES FINAME,1/1/2012
88199.28,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
264597.84,BNDES FINAME,1/1/2012
113398.38,BNDES FINAME,1/1/2012
108003.78,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
264597.84,BNDES FINAME,1/1/2012
113398.38,BNDES FINAME,1/1/2012
108003.78,BNDES FINAME,1/1/2012
176398.56,BNDES FINAME,1/1/2012
75598.92,BNDES FINAME,1/1/2012
72002.52,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
88199.28,BNDES FINAME,1/1/2012
37799.46,BNDES FINAME,1/1/2012
36001.26,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
176398.56,BNDES FINAME,1/1/2012
75598.92,BNDES FINAME,1/1/2012
72002.52,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
264597.84,BNDES FINAME,1/1/2012
113398.38,BNDES FINAME,1/1/2012
108003.78,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
440996.41,BNDES FINAME,1/1/2012
188997.3,BNDES FINAME,1/1/2012
180006.3,BNDES FINAME,1/1/2012
339469.22,BNDES FINAME,1/1/2012
145485.92,BNDES FINAME,1/1/2012
138564.84,BNDES FINAME,1/1/2012
84867.31,BNDES FINAME,1/1/2012
36371.48,BNDES FINAME,1/1/2012
34641.21,BNDES FINAME,1/1/2012
442221.38,BNDES FINAME,1/1/2012
189522.3,BNDES FINAME,1/1/2012
180506.31,BNDES FINAME,1/1/2012
442221.38,BNDES FINAME,1/1/2012
189522.3,BNDES FINAME,1/1/2012
180506.31,BNDES FINAME,1/1/2012
87954.28,BNDES FINAME,1/1/2012
37694.46,BNDES FINAME,1/1/2012
35901.26,BNDES FINAME,1/1/2012
263862.84,BNDES FINAME,1/1/2012
113083.38,BNDES FINAME,1/1/2012
107703.77,BNDES FINAME,1/1/2012
678938.44,BNDES FINAME,1/1/2012
290971.84,BNDES FINAME,1/1/2012
277129.69,BNDES FINAME,1/1/2012
169734.61,BNDES FINAME,1/1/2012
72742.96,BNDES FINAME,1/1/2012
69282.43,BNDES FINAME,1/1/2012
351817.12,BNDES FINAME,1/1/2012
150777.84,BNDES FINAME,1/1/2012
143605.02,BNDES FINAME,1/1/2012
254601.92,BNDES FINAME,1/1/2012
109114.44,BNDES FINAME,1/1/2012
103923.64,BNDES FINAME,1/1/2012
439771.41,BNDES FINAME,1/1/2012
188472.31,BNDES FINAME,1/1/2012
179506.28,BNDES FINAME,1/1/2012
442221.38,BNDES FINAME,1/1/2012
189522.3,BNDES FINAME,1/1/2012
180506.31,BNDES FINAME,1/1/2012
439771.41,BNDES FINAME,1/1/2012
188472.31,BNDES FINAME,1/1/2012
179506.28,BNDES FINAME,1/1/2012
439771.41,BNDES FINAME,1/1/2012
188472.31,BNDES FINAME,1/1/2012
179506.28,BNDES FINAME,1/1/2012
439771.41,BNDES FINAME,1/1/2012
188472.31,BNDES FINAME,1/1/2012
179506.28,BNDES FINAME,1/1/2012
339469.22,BNDES FINAME,1/1/2012
145485.92,BNDES FINAME,1/1/2012
138564.84,BNDES FINAME,1/1/2012
678938.44,BNDES FINAME,1/1/2012
290971.84,BNDES FINAME,1/1/2012
277129.69,BNDES FINAME,1/1/2012
87954.28,BNDES FINAME,1/1/2012
37694.46,BNDES FINAME,1/1/2012
35901.26,BNDES FINAME,1/1/2012
4998449,BNDES FINAME,1/1/2012
2142179.5,BNDES FINAME,1/1/2012
2040271.38,BNDES FINAME,1/1/2012
279972,BNDES FINAME,1/1/2012
80028,BNDES FINAME,1/1/2012
424336.53,BNDES FINAME,1/1/2011
181857.41,BNDES FINAME,1/1/2011
173206.06,BNDES FINAME,1/1/2011
424336.53,BNDES FINAME,1/1/2011
181857.41,BNDES FINAME,1/1/2011
173206.06,BNDES FINAME,1/1/2011
424336.53,BNDES FINAME,1/1/2011
181857.41,BNDES FINAME,1/1/2011
173206.06,BNDES FINAME,1/1/2011
424336.53,BNDES FINAME,1/1/2011
181857.41,BNDES FINAME,1/1/2011
173206.06,BNDES FINAME,1/1/2011
424336.53,BNDES FINAME,1/1/2011
181857.41,BNDES FINAME,1/1/2011
173206.06,BNDES FINAME,1/1/2011
424336.53,BNDES FINAME,1/1/2011
181857.41,BNDES FINAME,1/1/2011
173206.06,BNDES FINAME,1/1/2011
2631736.75,BNDES FINAME,1/1/2011
752263.19,BNDES FINAME,1/1/2011
37800,BNDES FINAME,1/1/2011
16200,BNDES FINAME,1/1/2011
13500,BNDES FINAME,1/1/2011
195980.41,BNDES FINAME,1/1/2011
56019.6,BNDES FINAME,1/1/2011
266000,BNDES FINAME,1/1/2011
38000,BNDES FINAME,1/1/2011
186776.31,BNDES FINAME,1/1/2011
53388.68,BNDES FINAME,1/1/2011
87696,BNDES FINAME,1/1/2011
37584,BNDES FINAME,1/1/2011
31320,BNDES FINAME,1/1/2011
1049895,BNDES FINAME,1/1/2011
300105,BNDES FINAME,1/1/2011
130898.69,BNDES FINAME,1/1/2011
37401.31,BNDES FINAME,1/1/2011
287697.12,BNDES FINAME,1/1/2011
82202.88,BNDES FINAME,1/1/2011
316400,BNDES FINAME,1/1/2011
135600,BNDES FINAME,1/1/2011
113000,BNDES FINAME,1/1/2011
1012480,BNDES FINAME,1/1/2011
433920,BNDES FINAME,1/1/2011
361600,BNDES FINAME,1/1/2011
1265600,BNDES FINAME,1/1/2011
542400,BNDES FINAME,1/1/2011
452000,BNDES FINAME,1/1/2011
1265600,BNDES FINAME,1/1/2011
542400,BNDES FINAME,1/1/2011
452000,BNDES FINAME,1/1/2011
1265600,BNDES FINAME,1/1/2011
542400,BNDES FINAME,1/1/2011
452000,BNDES FINAME,1/1/2011
109200,BNDES FINAME,1/1/2011
46800,BNDES FINAME,1/1/2011
39000,BNDES FINAME,1/1/2011
26880,BNDES FINAME,1/1/2011
11520,BNDES FINAME,1/1/2011
9600,BNDES FINAME,1/1/2011
9475.2,BNDES FINAME,1/1/2011
4060.8,BNDES FINAME,1/1/2011
3384,BNDES FINAME,1/1/2011
99120,BNDES FINAME,1/1/2011
42480,BNDES FINAME,1/1/2011
35400,BNDES FINAME,1/1/2011
5026000,BNDES FINAME,1/1/2011
2154000,BNDES FINAME,1/1/2011
1795000,BNDES FINAME,1/1/2011
4849600,BNDES FINAME,1/1/2011
2078400,BNDES FINAME,1/1/2011
1732000,BNDES FINAME,1/1/2011
4849600,BNDES FINAME,1/1/2011
2078400,BNDES FINAME,1/1/2011
1732000,BNDES FINAME,1/1/2011
4849600,BNDES FINAME,1/1/2011
2078400,BNDES FINAME,1/1/2011
1732000,BNDES FINAME,1/1/2011
32000,BNDES FINAME,1/1/2011
8000,BNDES FINAME,1/1/2011
608456.81,BNDES FINAME,1/1/2011
152114.2,BNDES FINAME,1/1/2011
655543.19,BNDES FINAME,1/1/2011
163885.8,BNDES FINAME,1/1/2011
1628000,BNDES FINAME,1/1/2011
252168,BNDES FINAME,1/1/2011
63042,BNDES FINAME,1/1/2011
486400,BNDES FINAME,1/1/2011
121600,BNDES FINAME,1/1/2011
508800,BNDES FINAME,1/1/2011
127200,BNDES FINAME,1/1/2011
130800,BNDES FINAME,1/1/2011
32700,BNDES FINAME,1/1/2011
592000,BNDES FINAME,1/1/2011
148000,BNDES FINAME,1/1/2011
1290240,BNDES FINAME,1/1/2011
322560,BNDES FINAME,1/1/2011
301600,BNDES FINAME,1/1/2011
75400,BNDES FINAME,1/1/2011
157600,BNDES FINAME,1/1/2011
39400,BNDES FINAME,1/1/2011
200396,BNDES FINAME,1/1/2011
50099,BNDES FINAME,1/1/2011
285200,BNDES FINAME,1/1/2010
71300,BNDES FINAME,1/1/2010
1120000,BNDES FINAME,1/1/2010
280000,BNDES FINAME,1/1/2010
320000,BNDES FINAME,1/1/2010
80000,BNDES FINAME,1/1/2010
6760000,BNDES FINAME,1/1/2010
1690000,BNDES FINAME,1/1/2010
720000,BNDES FINAME,1/1/2010
299200,BNDES FINAME,1/1/2010
74800,BNDES FINAME,1/1/2010
844800,BNDES FINAME,1/1/2010
211200,BNDES FINAME,1/1/2010
136622.38,BNDES FINAME,1/1/2010
